movie_id,movie_name,year,certificate,runtime,genre,rating,description,director
tt12718280,She Inherited Danger,2022,,,Thriller,10,Add a Plot,Peter Foldy
tt22768254,Kalpvariksha (Part One): Paramchakra,2022,,50 min,"Adventure, Thriller",9.9,Vinayak found his way to attain the powers of Kalpvariksha through Paramchakra but there were adverse consequences,Rehan Katrawale
tt24177410,Kida,2022,,123 min,"Drama, Thriller",9.8,"The story revolves around three characters - a grandfather, his grandson and his pet goat and a butcher. They are forced to take hard decisions to fulfill their dreams by the dawn of Diwali.",Ra. Venkat
tt10322456,Burhan vs afspa,2019,,,Thriller,9.8,"Burhan film is inspired story of burhan want,which shows the negative side of some dirty political people who uses religion,it's not exactly his story but only inspired by him,",Shahid Kazmi
tt18291334,Ekalavya,2022,,"5,538 min","Drama, Thriller",9.8,Add a Plot,Alfred
tt2094807,Dark Highway,2012,,78 min,Thriller,9.8,Add a Plot,Anthony Repinski
tt11424466,"The Anthology of Julius, the Nigerian Immigrant",2021,,,Thriller,9.8,A Nigerian immigrant seeking his green card is caught in a web of deception when the FBI forces him to bust the very same con he used to steal millions from others.,Ofu Obekpa
tt9529786,King James,2019,,,Thriller,9.8,"A year after his mentor, Jake, was felled during an undercover exchange of information with The Canon. Frank Vincent has desperately struggled to battle his own demons while seeking answers that will finally bring him face to face with The Canon and their Systemiser.","Steve Balewicz, 
M.C. Nowell"
tt16426178,The Trees of the East,2018,,71 min,Thriller,9.8,"A hustler in East Atlanta is rumored to have buried something in the woods before his murder. The streets are on a treasure hunt to recover the lost stash. Meanwhile, a group of assassins wreak havoc on the city.",Mike Ellwood
tt3599496,The Awakening,2014,,,Thriller,9.8,Add a Plot,Kelly Weaver
tt26698795,Marika,2022,,109 min,Thriller,9.8,"Marika Vargosh is a girl with a dark past and a difficult present. An orphan with no education, she is forced to work in a brothel in order to have enough to live on.",Andrey Renkevich
tt21741518,Parvatinagar,2022,,,"Crime, Mystery, Thriller",9.7,"Police arrest former lover 'Arvind' of a prostitute 'Shweta' for her murder . The police are suspicious of Arvind but have no evidence to support it. After getting beaten up by the police, ...                See full summary »",Takshashil Sontakke
tt26260250,Rekha,2023,,123 min,"Drama, Thriller",9.7,"Hailing from Bandadka village in Kasaragod, the movie takes you through the love saga of Rekha and Arjun.",Jithin Issac Thomas
tt18298296,Sorry Karma Returns,2022,,,"Crime, Mystery, Thriller",9.7,"A group of youngsters led by PK, the son of a political heavyweight are on a journey to their resort and the Karma returns in various forms through all the sins they have committed in the past. Will the Karma triumph over the tyranny ?",Brahmanand Reddy
tt11015556,Shush,2021,,80 min,Thriller,9.7,"Jessica lives her life quietly creating ASMR videos, but when Jessica meets Eric, she throws caution to the wind when he asks her on a date. Their fun evening quickly turns dark when Eric ...                See full summary »",Michael Ray Fox
tt7850152,NINA,2018,,86 min,"Crime, Drama, Thriller",9.7,"In search of her father's murderer, Nina meets the aged ex-cop Rainer. Soon, the young loner and the failed family man fill a gap in each other's lives. But as Nina digs deeper into the ...                See full summary »",Marc Göbel
tt21627952,Dec-24,2023,,,"Horror, Thriller",9.7,Finding Medicine for Breathing issues that newborn baby's facing in some parts of the state of karnataka due to some environmental problems.,Nagaraj 'MG' Gowda
tt6289902,Hije,2016,,,"Crime, Mystery, Thriller",9.7,"Several homicides have shocked an Albanian small town. Gangs of the same criminal band have been murdered within a night. The prosecutor is investigating the case, while interrogating the ...                See full summary »",Jotti Ejlli
tt23846686,Saddu Vicharane Nadeyuttide,2022,,139 min,"Crime, Thriller",9.7,The Mysterious case of inter-caste missing couple creates Media Uproar is handed over by police department to dynamic crime branch officer Pruthvi Raj who cracks the case which has Twists and Turns,Bhaskar R
tt16900192,Ziel,2021,,,Thriller,9.7,Protagonist wakes up in his room with parts of his memory wiped out. He wanders the whole house in search of answers.,Karundas
tt16436030,Puli Vachindi Meka Chachindi,2021,,97 min,Thriller,9.7,....WORLDS FIRST 360 DEGREES SCREENPLAY MOVIE.............MOVIE BEGINS WITH 2ND HALF{ Every film has 1st half and 2nd half But. In this film 1st half and second half will play parallel and ...                See full synopsis »,A. Sekhar Yadav
tt13449566,WJHC AM,2022,,105 min,"Comedy, Horror, Thriller",9.6,"A smart ass DJ wants to start a career in radio, but the only place that will hire him is an old Southern Gospel Radio station. His first night shift happens during Y2K AND the rapture. Literally, all hell breaks loose.","Vinnie Vineyard, 
Luke Walker"
tt2368905,Heavy Makeup,2015,,120 min,"Horror, Mystery, Thriller",9.6,"After a series of brutal murders occur in their quiet Hollywood neighborhood, two women search for clues to uncover the identity of a serial killer who is targeting struggling young actresses.",Chris Morrissey
tt13409052,Vasantha Kokila,2023,,107 min,Thriller,9.6,Add a Plot,Ramanan Purushothama
tt22462224,Lakhey,2022,,135 min,"Action, Thriller",9.6,"Sameer Maharjan, born in a family Lakhey, is a bank manager. He regards Lakhey as Lord Indra and the protector of the community. His professional and family life is ruined as he gets ...                See full summary »",Samrat Basnet
tt1414357,Carpe Diem,2009,TV-MA,103 min,Thriller,9.6,"Trying to get over a nasty divorce, a young woman meets the man of her dreams, but quickly learns that he could possibly be her worst nightmare.",Ricardo Valdez
tt14210358,Vlugtig,2021,,96 min,Thriller,9.6,"Things take a turn for the unexpected when up-and-coming actor, Simon Berg, receives an invitation to be part of the cast of world renowned theatre director Andreas Vog's latest Red Riding Hood reinvention.",Marinus Gubitz
tt19392202,Quem Matou Laura Paula,2022,,102 min,"Comedy, Crime, Thriller",9.6,"When a nun from the Sagrado Convento de Queijo Flamengo is found dead at the bottom of a ravine, detective Tó Manel - known as the Poirot of Marco de Canaveses - goes in search of the truth in a mind-boggling investigation.",João Capela
tt3856808,The Killer Monroes,2014,,105 min,Thriller,9.6,Add a Plot,"Joe Lujan, 
Sharry Flaherty"
tt23855250,Shambho Shiva Shankara,2022,,,"Action, Thriller",9.6,"Three boys, Shambhu Shiva Shankar, who have been sentenced as juvenile delinquents, come out of jail and live their lives by doing small jobs without knowing what to do next.",Shankar Konamanahalli
tt1946452,The Mask of Sanity,2012,,,Thriller,9.6,"The Mask of Sanity is a modern re-imagining of character archetype of someone who walks the fine line between being a genius and a psychopath, and the consequences and weight of such a life.","Govind Chandran, 
Luke Osbond"
tt15532696,Sankraman,2022,,,Thriller,9.6,Jealousy is a very much human emotion and astonishingly a highly contagious one too. A jealous mind can go to any length to scheme against those who are doing better. Dhananjay is a young ...                See full summary »,"Rohit Bapat, 
Rohit Vijay Bapat"
tt5151722,Recapture,2016,,88 min,Thriller,9.6,"The life of a lonely blind man who has a perpetual fear of being followed, takes a twisted course, when he begins to develop a strange relationship with the woman next door.",Virat Pal
tt5121612,My Friend Violet,2016,,78 min,"Comedy, Drama, Thriller",9.6,A young girl named Allie decides to go to a wild get-together with her rebellious friend Violet. As the party quickly spirals out of control Allie & Violet find themselves in a life or death situation.,Matthew S. Robinson
tt21140954,Who is Prince Oak Oakleyski,2022,,60 min,"Drama, Mystery, Thriller",9.6,"A confusing dramatization about the factual mystery of Prince Oak Oakleyski, as many people were puzzling out. This baffling, rousing movie insinuated who Prince Oak Oakleyski really is.","I. Kolyada, 
Prince Oak Oakleyski"
tt5124208,Los Océanos del Olvido,2014,,,Thriller,9.6,Add a Plot,Eduardo Alvarez
tt11076278,Controlled,2022,,116 min,Thriller,9.5,"Jordan Scott is a psychiatrist with a psychiatrist. She's an externally successful powerhouse who's internally battling a three-sided war between expectations, image and reality. As ...                See full summary »",Danielle Dominique Nelson
tt23712068,Accept or Reject,2022,,150 min,"Horror, Thriller",9.5,A group of young people is indulging in an unfamiliar internet game. A game of knowledge and skills which at first glance appears harmless over time turns into a fight for life.,Bozidar Pesic
tt18920258,Quota - The Reservation,2022,,84 min,"Drama, History, Thriller",9.5,"Quota The Reservation, Story of a Dalit medical student who faces discrimination and bias only due to his lower caste, and one day he decides to break the system and do something like the whole nation will shake up",Sanjiv Jaiswal
tt8147032,ATM: Attempt to murder,2018,,108 min,Thriller,9.5,Story based on the true ATM incident (attempt to murder) that frightened Bangalore city. The search of the criminal is completely fictional from the Director's eye.,Amar Gowda
tt10793984,Caged Birds,2021,,,"Drama, Thriller",9.5,Three black high school seniors going to school in the suburbs are forced to cover up a murder when a prank against a white bully goes wrong. As the investigation into the murders ...                See full summary »,Fredrick Leach
tt24132400,Prayashaha,2022,,127 min,Thriller,9.5,"In the midst of Surya's journey of becoming an actor and fighting for his love, a crime takes place. The police investigation makes its way through puzzling questions. What happened? Who is the culprit? Forms the crux of story.",Ranjith Rao
tt15170026,Adrushya,2022,,,Thriller,9.5,Add a Plot,Kabir Lal
tt1553086,Muttnik,2009,,84 min,"Crime, Horror, Thriller",9.5,"Samuel, a serial killer and the feral boy-dog Muttnik hunt down and kill people that abuse and murder animals. When a runaway teenage brother and sister, and an escaped convict and his ...                See full summary »",William Szarka
tt5001454,Dream Lock,2022,,100 min,"Crime, Drama, Mystery",9.5,Over the course of three dreams a man foresee events about to occur not realizing his ability to influence a physical activity without physical interaction.,Vishal Raaj
tt26660528,Bengaluru 69,2023,,,Thriller,9.5,"Two friends, who are looking to become rich overnight, and the consequences they face because of this desire.","Anita Bhat, 
Kranthi Chaitanya, 
Jaidev Mohan, 
Graciela Pischner"
tt15727970,Chobiyal - The Photographer,2020,,102 min,Thriller,9.5,'Guru' Kanakda and his strangeness never left Habol. He inherited the magic of lens and shutter along with Kanakda's loneliness and mis-happenings. Life without woman was easy because of ...                See full summary »,Manas Basu
tt22885076,Bijoya Dashami,2022,,117 min,Thriller,9.5,The story revolves around a 45 years old woman who goes missing while visiting her native place. Her only son then lodges an F.I.R to the nearest Police station as there is a serial killer ...                See full summary »,Souvik Dey
tt18154808,Dans La Maison Du Capitaine,2018,,86 min,Thriller,9.5,Add a Plot,Thirumalaiyuraan s Sabarathnam
tt7681554,Yazh,2017,,125 min,"Romance, Thriller, War",9.5,The Film narrates in real time in a non-linear fashion three interwoven stories of six main characters that are torn apart by the looming Lankan Eelam War.,M.S. Anand
tt8778970,Gift Box,2020,,135 min,"Drama, Romance, Thriller",9.5,"GIFT BOX is a unique movie about the demand and supply side of human trafficking and rare neurological disorder called ""Locked-in Syndrome"".",Raghu S P
tt11686784,Broken Truth,2020,,45 min,"Crime, Drama, Thriller",9.5,"It's about a man (Michael) who loves his neighbor woman (Jessica), and enter a problem after a problem until he know something that change the look of life for him, you'll cry when you understand his feelings",Jason Saikaly
tt12180560,Hasruin,2020,,62 min,"Comedy, Drama, Thriller",9.5,"Fed up with their parents, six teenagers escape from their town to live alone in Hasroun.",Jude Nassar
tt6672208,Railway Raju,2019,,120 min,"Crime, Thriller",9.5,Raju is the star wrestler of the Bhaiyaji gang and is pulled into the life of crime in the battle with the Suleman Qureshi gang. Maya is a girl living along the Ganges river and is ...                See full summary »,Dinkar Rao
tt15387558,The Last Letter,2021,,55 min,"Drama, Thriller",9.5,"This is the story of a mad man, who is very upset with his life, Because wherever he goes people run away or run to beat him. Because of which he decides to die. And as he moves, He gets a ...                See full summary »",Govind Mishra
tt2166087,Pulse of the Indigo,2012,,80 min,"Crime, Thriller",9.5,"Two crime families are at war, but soon realize they aren't the only ones capable of murder.",Brent Conley
tt4046420,Little Angel (Angelita),2015,,75 min,"Crime, Drama, Thriller",9.5,"When the unspeakable death of a child occurs in the Lower East Side of New York, an entire city searches for answers. An answer that brings a chill up the spine of anyone strong enough to ...                See full summary »",Dashia Imperiale
tt10901144,Fourtouna Sto Ano Peukochori,2014,,89 min,"Comedy, Thriller",9.5,Evil little Teletubbies are starting to conquer the world after an experiment goes wrong. The only place still standing is a village called Ano Peukochori and now it has to fight back.,Kostas Christias
tt23857788,Raaghu,2022,,,Thriller,9.5,Add a Plot,Anand Raj
tt11237874,Roadkill,2022,,93 min,"Action, Drama, Thriller",9.4,A thief operating along the highways of rural Australia gets caught in the crossfires of an ongoing police investigation after he mugs a serial killer.,Alexander Whitrow
tt19514306,Moori,2022,,110 min,"Action, Drama, Family",9.4,Add a Plot,Anitta Augustine
tt5128282,Revenge Strategy,2016,,95 min,"Action, Crime, Mystery",9.4,A father who has tragically lost his daughter joins forces with a betrayed terrorist to settle a score before the spiral of revenge reaches them.,CarlitosChance
tt11880890,Joshua,2020,,108 min,Thriller,9.4,Portraying the impact of the medium of cinema on the minds of children.,Peter Sundardas
tt7650108,Rong Dhong,2018,,120 min,Thriller,9.4,Add a Plot,Ahsan Sarwar
tt16418270,Italian for Travelers,2021,,70 min,Thriller,9.4,A journalist used in a plot to assassinate a dissident suffers a disorder in which she repeats words and phrases heard in the past.,Von Kochar
tt1621939,Shards of Glass,2009,,73 min,"Drama, Fantasy, Horror",9.4,Death disguised as a woman leading a suicide cult tries to influence people to die by their own hand.,Lisandro Boccacci
tt22489432,Ree,2022,,122 min,Thriller,9.4,"Ree is about two next door families, who are new to each other, going through a series of mysterious events, suspecting each other.",Sundharavadivel
tt5829490,By the Grace of God,2018,,47 min,Thriller,9.4,A woman violently struggles to perceive reality.,Ryan Katzenbach
tt15791758,"He Say, She Say",2021,TV-MA,71 min,Thriller,9.4,Friends from college reunite for an unforeseen night of reminiscing and catching up which quickly spirals into seduction sex and murder.,Nelson J. Davis
tt3149286,Juvenile Transgressions,2013,,109 min,"Drama, Thriller",9.4,His life changed when his father came in town... For the worse.,Albert Horst
tt13539872,Kate's House,2022,,,"Drama, Thriller",9.4,"When Kate learns that her husband is having multiple affairs with other women, her husband conspires with her therapist to put her into an induced coma.",Shaquilla Nicole Smith
tt22804880,Capital Talkies,2022,,,Thriller,9.4,"As an ode to the people of Cuttack and Odisha, Capital Talkies brings you Matinee and Night Show where there is a conflict between love, respect and self-rage.","Jagdish Mishra, 
Arpita Pattanayak"
tt22336852,Riyaa,2022,,122 min,"Horror, Thriller",9.4,"The story is about 5 characters who have a dream of becoming great musicians. To accomplish this, they look for a peaceful place to work on their music.",Vijaya Naresh
tt5280308,Downup the Exit 796,2018,,102 min,Thriller,9.4,"Downup The Exit 796 is story about an Adolescent Geek who went into vicious circle of pang and toil, to protect his Mother and Mother land.",Jaimin Bal
tt7285912,El Ultimo Psiquico,2017,,,Thriller,9.4,Add a Plot,Lucy Serrano
tt13992188,House of Cards: Rust,2021,,55 min,"Adventure, Thriller",9.4,Betrayal and vengeance come crashing down when Frost is accidentally plunged into a secret organization. All within a game called: Rust.,"BlxckNoir, 
Chriss, 
Frost, 
Retro"
tt4009466,Of Sound Mind,2015,,90 min,"Romance, Thriller",9.4,sound guy Greg gets obsessed with actress Catherine and starts to stalk her using his sound equipment,Simon G. Mueller
tt14599502,Action on NTV: Definitive Edition,2021,,90 min,"Action, Comedy, Crime",9.4,It all started for non-payment of debts. An authority named Boss and his gang are now trying to lure out of Pushnoy's values in any way. Bandits graze him heavily. The struggle is not for ...                See full summary »,Ilya Novikov
tt8585488,Third Law,2018,,100 min,"Comedy, Crime, Thriller",9.4,"A stranger comes to a small town and sets into motion a series of events that would affect the lives of those who live there, including the nefarious Neo-Nazi gang that runs it's criminal underworld.",John Chris Lopez
tt1380860,Beyond the Facade,2009,,89 min,"Mystery, Thriller",9.4,"At ICP Corporation, the race is on to finish and bring to market, a new technology. John Alcott is the engineer that develops it and because of his talent he is promoted to Director of ...                See full summary »",Lee Shargel
tt4795772,Criminal: Become Vengeance,2013,,55 min,Thriller,9.4,"After his wife is murdered, Innis decides to take the law into his own hands. But as he comes closer to catching the man that killed his wife, Innis discovers the dark side of justice and finds the will to never look back.",Elliot Dawson-Clark
tt15114950,Pay the Lady,2022,,,Thriller,9.3,"Pay the Lady is an urban neo-noir thriller. Tired of being physically abused, Star Robinson, the girlfriend of a drug kingpin, plots to steal his Bitcoin fortune. In order to succeed, Star ...                See full summary »",Lina Green
tt21094962,Kidnap,2022,,,Thriller,9.3,"Isha, a rich girl, is kidnapped and imprisoned by Kevin and Farry. They demand money from her rich father for her release but soon they find themselves in a situation where the lives of all...                See full summary »",Pramod Mohan
tt22171940,No End,2022,,113 min,"Comedy, Crime, Mystery",9.3,"Ayaz is an ordinary man who wishes for his own home. His brother-in-law left Iran for a long time due to his anti-government activities, but the news of his possible return reaches Ayaz. ...                See full summary »",Nader Saeivar
tt5871320,Zero Tolerance,2017,,,Thriller,9.3,"When a young teen takes his own life after years of relentless bullying, his family chooses to pursue their own justice after authorities and the school don't take action. While seeking ...                See full summary »",Joseph Forsberg
tt11143304,Moksha,2022,,120 min,"Crime, Horror, Mystery",9.3,Moksha is a suspense thriller revolving around a sinister masked man and the mystery around his identity. Who is this Mask-Man? and what he is going to do? lies the crux of the film. With a...                See full summary »,Samarth Naik
tt12934256,A Reflection of Evil,2021,,,Thriller,9.3,"Molested by her uncle. A young girl creates strange games to play with her dolls in order to deal with her trauma. Sixteen years later, her games have become more deadly for everyone around her.",Robert Salone Jr.
tt16751646,How Is That for a Monday?,2021,,92 min,Thriller,9.3,"A tale of how a fateful Monday changes the lives of a billionaire, a gang of amateur thieves, an old man, and an immigrant techie, that touches the subjects of racism, police brutality and class differences on a satirical note.",Sripal Sama
tt23840170,Na Bhayam Na Lajja,2022,,112 min,Thriller,9.3,Na Bhayam Na Lajja is a story of Every man does mischief at some point in his life. It doesn't matter if it's ridiculous but if it hurts someone else.,M.S. Chowdary
tt21617828,Prasthanam,2022,,139 min,Thriller,9.3,The movie revolves around a college election where a male candidate has monopoly because of his uncle support. A female candidate enters the election hoping for a change but the situation gets more tough. Will she be able to get out of it?,"Raja D., 
Akshya Kumar Nayak"
tt0456018,The Trap,2005,,90 min,Thriller,9.3,"When four hikers stumble on a load of cash and a dead body, they realize that money DOES grow on trees, but... they have to LIVE to tell about it.",Sam Chouia
tt9381742,Hellbound,2018,,,Thriller,9.3,"Ben Winston's feature film debut about two reckless bikers on a provocative, nightmarish journey through the mountains. Shot entirely on black and white 16mm film. It invokes the aesthetic of the classic films of the 1970s.",Ben Winston
tt4950038,Vestigio,2016,,100 min,"Drama, Mystery, Thriller",9.3,"In a small town, a writer and a local man unite to find out what happened to their missing relatives.",Guillermina Lanfranco
tt13329274,Föraren,2021,,,"Drama, Thriller",9.3,"A socially isolated man takes interest in driving people around among the suburbs of Stockholm, where his cynical thoughts gets fueled by the perceived pretentiousness and blindness of people that only see him for what he is, a driver.",Markus Lingevall
tt0308294,Gaeuleul namgigo gan salang,1986,,115 min,"Drama, Thriller",9.3,Add a Plot,Jung Jin-woo
tt14267942,Bavathi,2019,,,Thriller,9.3,"Ibu, a physical instructor from Male', visits a rural island to conduct a three-month-long physical education and exercise program for the islanders. During his stay, he meets Shehenaz, a ...                See full summary »",Ilyas Waheed
tt22875818,Highwaymen Bloodlust,2022,,65 min,"Crime, Thriller",9.3,"A year later, the two gangsters, Bonnie and Cliff return to Sarreguemines. Their mission? Settle some business once and for all. Inspector HUBERT wants to put an end to this run, once and for all.",Thomas Sonnefrand
tt3503094,To the Flame,2017,,90 min,"Comedy, Thriller",9.3,"Kyle, an aimless film student, becomes fascinated with a dark, disturbed couple while interviewing neighbors for class. Big mistake.",Alex Webb
tt3679558,West of Ventura,2014,Not Rated,72 min,Thriller,9.3,"The whereabouts of a rare package filled with uncut diamonds becomes unknown. Local thieves, lovers, mob men, and families hunt down this prized possession for their own personal gain. ...                See full summary »",Brad Romeo Hodge
tt8085616,Shohrat the Trap,2018,,67 min,Thriller,9.3,Add a Plot,Deepak Ramteke
tt20863740,Miltown,2022,,,"Horror, Thriller",9.2,"When an ancient being infiltrates an imaginative young man's family ranch, he must take it upon himself to discover who can be trusted and who is turning them against each other.","Chris Beyrooty, 
Connor Martin"
tt14998356,KillHer,2022,,88 min,Thriller,9.2,"Mattie and her friends go on a weekend trip to the woods to plan Mattie's wedding, settled near the camp of Mr. Rogers, and with no phone signal, their trip starts to turn into a bad idea when they start dying and a secret is revealed",Robyn August
tt11845074,Here Be Dragons,2022,,121 min,"Drama, Thriller",9.2,A war crimes investigator goes to Belgrade to hunt a man whom everybody thought was dead.,Alastair Newton Brown
tt10244544,Purbo Poschim Dokkhin Uttor Ashbei,2019,,,Thriller,9.2,"The stories are based on the concepts of Paranormal, psychic situations Blind faith on black magic and witch craft , Severe superstitions and rituals Reincarnation, fake identity and ...                See full summary »",Raajhorshee De
tt22184520,Deer Camp '86,2022,,85 min,"Comedy, Horror, Thriller",9.2,"In the fall of 1986, six knuckleheads from Detroit travel north to partake in the annual tradition of deer hunting. But something horrific has been awakened and the hunters become the hunted.",L. Van Dyke Siboutszen
tt11686750,As Dead As It Gets,2020,,,Thriller,9.2,An interactive ghost story.,Simon Ellis
tt11457044,Collateral Damage - The Ambassadors Ball,2022,,,"Drama, Romance, Thriller",9.2,"The Bradford family is back attempting to rebuild their lives after it was revealed that Dallas Grey, Camille's charming ex-fiancé was the driver of the vehicle that hit and killed the beloved families patriarch Charles Bradford.","Kerrick Greer, 
Johnny M. Sizemore"
tt2241481,D Is for Detroit,2022,,95 min,"Drama, Romance, Thriller",9.2,"With nothing left but regret and destitution, a well bred soul embarks on a journey to salvation on a tropical desire of sunshine, music and hope from the bleak urban underworld he has become accustom to.",Israr Azam
tt14562672,Natasha Hall,2021,,119 min,"Comedy, Mystery, Thriller",9.2,An up-and-coming private eye must get the only evidence of a brutal killing into trustworthy hands before the mob catches up with her.,Joe Black
tt6217512,Fight!,2018,,90 min,"Action, Drama, Thriller",9.2,A struggling writer pens a best seller about a single mother struggling to support her family by getting caught up in the world of underground bare knuckle fighting while her 14 year old adopted daughter searches for her estranged mother.,Jason Lupish
tt1831602,Carmen G,2012,,87 min,"Drama, Thriller",9.2,"A peasant from Latin America emigrates to the United States to give her baby a better life. During her first night in New York, her whole world collapses and she spends a selfless lifetime in search for the child.","Hernan Herrera, 
Pierangeli Llinas"
tt14188996,Repulse,2021,,86 min,"Drama, Horror, Thriller",9.2,A dark drama starring an unexpectedly maniacal Stepán Kozub and an unstable heroine played by Pavla Gajdosíková.,Emil Krizka
tt10989938,Ten Doors,2022,,,Thriller,9.2,"The troubled and intertwined lives of three authors depend on the critical decisions they must make. Adora Hall, author of Ten Doors, and her colleague Gabriel Porter, author of Behind the ...                See full summary »","James Person, 
Gordon Price"
tt11494776,La Noche de la Bruja,2019,,45 min,"Drama, Horror, Thriller",9.2,Add a Plot,Stiff Sullivan
tt17494746,Thattukada Muthal Semitheri Vare,2022,,95 min,Thriller,9.2,"Thirty Five years ago, Matthews and Marry eloped from Southern Kerala and moved to Northern Wayanad. They create a small world for themselves but one day Marry feels sick, and he might have to sell his land to save her. What will he do?",Siraj Fantasy
tt1881071,The Devil's Whispers,2009,,47 min,"Horror, Thriller",9.2,"Maric Drogovski has lived with guilt for over a year. But when the time comes to face up to what he has done, he not only makes things worse, he throws himself into another realm without any hope of redemption.",David Izatt
tt3187804,High Cotton,2016,,94 min,"Drama, Thriller",9.2,IndieWire's project of the month. A simple-minded southerner and a Brit misfit refusing to take revenge on his wife's betrayal seek a peaceful life of crime in the deep south until violence forces them to find a new way to come up.,Kenneth Horstmann
tt4897596,Digbhayam,2019,,107 min,Thriller,9.2,"An investigative officer investigates a sensational and challenging murder case, which has many layers.",Amith
tt15210472,Groufie,2021,,112 min,Thriller,9.2,"Lying on bed, counting his last moments of life, a regional photojournalist Karthik recalls his recent assignment to western ghats, where he finds a bunch of unique strangers and encounters a miracle when he poses for a Groufie with them.",D. Ravi Arjun
tt12731104,Negative,2022,,,Thriller,9.2,"A socially failed guy who's in the early stages of his depression tries his luck in dieing, but fails there too with an interesting twist which ends him up to solve the mystery of his own life and make it live again.",Bala Satish
tt21330438,Promise Chronicles - Manifestation,2022,Unrated,160 min,"Action, Adventure, Drama",9.2,"A despairing group of Christian people and non believer's band together during the biblical period known as Tribulation. Not only to survive death, but to escape America. And uncover a ...                See full summary »",Anthony N. Wright
tt0299809,Déjà vu,2001,,75 min,Thriller,9.2,"A lonely Lighthouse,stranded light house mechanic. A stranger washed ashore. Fear thyself.",Biju Viswanath
tt4777160,Righteous Sinner,2019,,100 min,"Drama, Thriller",9.2,"When a young Imam struggling with his deteriorating mental health develops an addiction to sleeping pills, he discovers even love can't save him in distinguishing fantasy from reality, which leads to disastrous consequences.","Boonaa Mohammed, 
Jessica Grossi, 
Tarick Glancy, 
Basel Daoud"
tt14444186,Don't Tear Yourself Apart,2022,,,Thriller,9.2,"A few years ago, Carol, endured a traumatizing event. Haunted for years and fed by the hunger for revenge, she must to do the unthinkable to find the man responsible for it all. Will she recognize who she has become before it's too late?",P. Tavares
tt3239126,To B or Not to B,2016,,113 min,"Drama, Family, Thriller",9.2,"A childless couple at the verge of breaking up, plans to given themselves a last chance. They move to a hill station to spend some time together.. There enters a stranger in their life and ...                See full summary »",Vierendrra Lalit
tt6217618,Quintuplets,2016,,,Thriller,9.2,"You know how it goes - You and your friends get stuck trying to take a shortcut in front of an old house that looks barely habitable. You decide to knock on the door, Mistake #1. Your gut ...                See full summary »",Doug Clapp
tt13193132,The Evening Show,2020,,49 min,Thriller,9.2,"Meghna, A Crime Branch officer meets Charlie Fernandez, A chef on a blind date. The two strike a vibe and enjoy each other's company. But the date takes a turn when things go unplanned. Is ...                See full summary »",Parth Sharma
tt12086252,Maryam,2021,,,Thriller,9.2,An ordinary woman's journey to dethrone an influential politician representing her constituency.,Ibrahim Wisan
tt23031564,Why? Endhuku?,2022,,113 min,Thriller,9.2,"A screenwriter with writer's block finds himself caught between what is wrong and right, while three young men deal with over-ambition",Reddy Sripad
tt3437500,The Christmas Club,2013,Not Rated,92 min,"Comedy, Mystery, Thriller",9.2,Four card players. Three $5 million dollar winners. One death sentence.,Ally Arthur
tt1532942,Doctor Feelgood,2011,,81 min,Thriller,9.2,A mysterious suicide throws a playboy doctor in the midst of an investigation threatening to expose his questionable practice as a psychotic patient devises his own plan for justice.,"Ford D'Aprix, 
Nelson J. Perez, 
Bruster Phoenix Sampson, 
Julie Daniels"
tt1696546,Four Leaf Clover,2010,,67 min,"Crime, Thriller",9.2,A group of friends are bored and decide to break into a house; unfortunately the owner is still there.,Larry Rosen
tt2798182,The Knights of Shame,2014,,82 min,"Crime, Drama, Thriller",9.2,"Tyler wakes up from an accident with no memory of his past life. His reluctant brother takes on the task of not only reintroducing him to world, but also protecting him from his past problems that won't seem to go away.",Steve Avon
tt5966336,Codename: Watermelon,2016,,,"Crime, Thriller",9.2,"A spy is captured stealing information and tortured. But just because they are tied to a chair and bleeding, doesn't mean they aren't exactly where they want to be.",Larry Rosen
tt3409128,The Sacrifice of Love,2014,,,"Drama, Thriller",9.2,Add a Plot,Larry Rosen
tt1326934,Cherry Mapping,2009,,98 min,"Crime, Drama, Thriller",9.2,"A photographer, turned serial killer has alluded the FBI for more than five years, until one girls' escape leads authorities to a another girl, who is the key to the killer's devious plan that threatens the lives of many.",Robert Lee Williams
tt8427708,Toh Lagi Sharat,2018,,137 min,"Comedy, Mystery, Thriller",9.2,"A bet between two friends turns so ugly giving rise to vengeance and deception where every one of them revolving around the incident is pulled in the spider's web, making every one of them a suspect and everyone has a reason to kill.",Nitin Vaidya
tt4470260,The Arc,2016,,,"Action, Crime, Drama",9.1,"A secret organization with a hidden agenda sets in motion the beginning of Armageddon. Governments have been infiltrated, law and order become an illusion, and humanity struggles to hang on...                See full summary »",J.T. Woods
tt15257646,Powder,2022,,,Thriller,9.1,Add a Plot,Vijay Sri G.
tt6143982,Saturday Afternoon,2019,,83 min,"Drama, Thriller",9.1,"An unprecedented terrorist attack takes place in a peaceful café in the center of Dhaka, capital of Bangladesh, on a nice Saturday afternoon. The terrorists use religion to divide and to ...                See full summary »",Mostofa Sarwar Farooki
tt24517618,Beginning,2023,,111 min,"Crime, Drama, Thriller",9.1,Two people -An autistic teenager living with his mother and A young woman abducted by an unknown group.,Jagan Vijaya
