movie_id,movie_name,year,runtime,genre,rating,description,director,star
tt1247367,"Brutus, ang paglalakbay",2008,110 min,"Adventure, Drama",8.1,"""Brutus"" is an indie film shot in Oriental Mindoro, Philippines about two kids smuggling logs from the mountains. It is about the journey that opens their eyes to a 'world' that is ruled by...                See full summary »",Tara Illenberger,"Ronnie Lazaro, 
Yul Servo, 
Timothy Castillo, 
Rhea Medina"
tt1029432,Moonlight & Magic,2007,90 min,"Adventure, Drama",8.1,"On the 15th of January 2005, two homeless punks commenced a whirlwind spree of bizarre crimes throughout regional Victoria in Australia. They held up op shops and milk bars, abducted ...                See full summary »",Timothy Spanos,"Maxine Klibingaitis, 
Tim Burns, 
Elspeth Ballantyne, 
Clinton Nain"
tt0050137,A Man in the Storm,1957,95 min,"Action, Adventure",8.1,"Judo expert Saburô Watari fights his judo master, Tsujido, while simultaneously in conflict with a karate expert.",Senkichi Taniguchi,"Toshirô Mifune, 
Kyôko Kagawa, 
Akio Kobori, 
Jun Tazaki"
tt5076118,Ernie & Cerbie,2018,77 min,Adventure,8.1,"Cupid's brother Ernie has been sending arrows to people, creating love connections just like Cupid. Ernie is bored and leaps down to earth taking a child human form along with his trusted dog and best friend, Cerbie.",Tammy A. Williams,"Harlen Ernest, 
Dominic Pace, 
Leland L. Jones, 
Jimmy Ray Pickens"
tt16293944,The Best of the Lads 2021,2021,50 min,"Action, Adventure, Comedy",8.1,The Best Of The Lads 2021 is the epic finale to the Pavilion Saga. With all collections and Modict videos released in 2021 all coming together to make the biggest and most ambitious collection to date.,Jack Vickers,"Jacob Fountain, 
Alex Wheeler, 
Joel Cain, 
George Grozier"
tt3311584,Ali and the Camel,1960,135 min,"Adventure, Family",8.1,"Story of a boy and his ""guardian angel,"" who just happens to be a talking camel. The magical beast will help the young Arab track down jewels stolen during a robbery.",Henry Geddes,"Robert Cawdron, 
Abdul Daabub, 
Gordon Henry Davies, 
Maurice Denham"
tt2022575,The Wedge,2012,79 min,"Action, Adventure, Comedy",8.1,A pizza guy gets mixed up in a casino heist on the Fourth of July.,Joe Clarke,"Becca Anderson, 
Thomas Beecher, 
Isai Rivera Blas, 
Patrick Bottaro"
tt2958798,Ván bài lat ngua: Tap 4 - Con hong thuy và ban tango so 3,1984,87 min,Adventure,8.1,Add a Plot,Lê Hoàng Hoa,"Binh Chi Lam, 
Chanh Tin Nguyen, 
Lan Thanh, 
Hong Thu"
tt4959068,Emiler Goenda Bahini,1980,,"Adventure, Comedy, Family",8.1,"The only boy of a widow, went for a train trip to Dhaka to receive prize & visit his aunt's house. On this trip, he lost his money & suspected two men. He left the train & followed them. On...                See full summary »",Badal Rahman,"Partho Shahid, 
Momtazuddin Ahmed, 
Sharmili Ahmed, 
Syed Akhtar Ali"
tt8258296,Heroes of Destiny II,2018,71 min,"Adventure, Comedy, Fantasy",8.1,The Heroes of Destiny have taken on the task of protecting Mexico from danger. A new batch of recruits start their trials to see if they can join. Meanwhile an old enemy seeks out vengeance at a dark place. Can destiny prevail?,Pauli Janhunen Calderón,"Alvaro Calderón, 
Emilio Janhunen Calderón, 
Pablo Calderón Ramirez, 
Andrés Calderón"
tt7100886,Last Man,2018,,"Adventure, Thriller",8.1,A young social engineer goes through three character transformations.,Predrag Radulovic,"Henrik Olsson, 
Luke Thomas Dunne, 
Lara Ostan, 
Marjan Radanovich"
tt1757936,Woody Island,2010,76 min,"Adventure, Mystery, Thriller",8.1,"A remote island. A few lucky campers. A mysterious caretaker. Welcome to Woody Island. While the campers are busy with beaches and barbecues, reluctant young tour guide Ronnie Sheppard ...                See full summary »",Brendan Ritchie,"Keagan Kang, 
Kate McGinniskin, 
Jesse Phillips, 
Igor Sas"
tt0370778,Invisible Kids,2004,,"Adventure, Comedy, Family",8.1,Add a Plot,Iren Koster,
tt0780600,Rockin' Meera,2006,93 min,"Adventure, Comedy, Romance",8.1,"A comedy which unfolds in the jaws of a raging tiger, raining bullets and a comical match of wits.",Param Gill,"TQ, 
Sonu Sood, 
Nauheed Cyrusi, 
Terrell J. Ramsey"
tt21452974,Tozoom,2022,90 min,"Action, Adventure",8.1,"Tozoom site Africa conceals treasures that ignite the imagination of travellers, but also that of all - Who has not dreamed of this magical continent and of living adventures there, Clover tomas when he was well seated in its",Anzor Alem,"Anzor Alem, 
Tchuba Dimalo, 
Emenino Negro, 
Spyce Bro"
tt0378710,Sarâb,1982,110 min,Adventure,8.1,"Mamluk is an unassuming, handsome young peasant who happens to have come along just in time to save the king from a fatal trap, and as a reward, the king offers him the amount of land he ...                See full summary »",Abdelhafidh Bouassida,"Yorgo Voyagis, 
Bekim Fehmiu, 
Miroslav Machácek, 
Irene Papas"
tt16167164,Família Craft e o Código da 20,2021,70 min,Adventure,8.1,Add a Plot,Henrique Freitas,"Cauê Bueno, 
Marcos Vale, 
Andrei Soares, 
Marco Túlio"
tt0805520,An Easy Grand,2003,52 min,"Action, Adventure",8.1,"Gabe, the new guy at the office, grudgingly accepts a thousand dollars to work overnight on short notice; but what he doesn't know could kill him. His crooked boss is on the run from his ...                See full summary »","Alec Joler, 
Ethan Shaftel","Chris Nelson, 
Nolan Washatka, 
Matthew Heiman, 
Jim Ramberg"
tt0212812,Bhakti Mein Shakti,1979,140 min,"Adventure, Drama, History",8.1,"The epic saga of Sherawali Mata's devotee, Dhyanu Bhagat, and his trials, tribulations, and triumphs. Also features the historic and memorable visit of Akbar Badshah, who traveled barefoot ...                See full summary »",Dara Singh Randhawa,"Dara Singh Randhawa, 
Satish Kaul, 
Bharat Bhushan, 
Sunder"
tt1051721,Slow Motion Addict,2007,,Adventure,8.1,Add a Plot,Jesse Davey,"Ross Anderson, 
Jesse Davey, 
Carina Round, 
Mark Sheppard"
tt10114190,LICK,2019,83 min,"Animation, Adventure, Comedy",8.1,"Scott ""Lick"" Dallas, a thief with enhanced abilities, puts together a team to hunt down the creator of a dangerous serum that his abilities came from.",Will Evans,"Brady Hendricks, 
Alexander Hanly, 
Paige Martin, 
Ronald Melton Braxton"
tt3186814,The Sword of Justice,1980,89 min,"Adventure, Romance",8.1,Add a Plot,Sheng-Yu Hsu,"Shang-Chien Liu, 
Te-Kai Liu, 
Ling Chung, 
Hsiao-Lan Chang"
tt0244306,Wilson Chance,2005,,"Action, Adventure, Comedy",8.1,"In the high stakes world of espionage, sometimes you've got one chance... WILSON CHANCE, secret agent for the Canadian government. He lives for the moment. He lives for excitement. He lives...                See full summary »",,
tt1002993,Hu xia,1968,114 min,"Adventure, Fantasy",8.1,"A mortal, a ghost and a fox fairy come together against evil.",Chun Hsieh,"Margaret Hsing Hui, 
Feng Chin, 
Lily Li, 
Kun Li"
tt2610670,Simple Superstar,2013,95 min,"Adventure, Comedy, Music",8.1,"An encounter with some new friends encourages Wilbur Sargunaraj, an ordinary Indian to take a chance on his own dreams. He and his friends find beauty in seemingly unlikely places and discover that the common can be extraordinary.",Wilbur Sargunaraj,"Bruxy Cavey, 
Suha Deeb, 
Jeyapal, 
Zaid Khan"
tt0393241,Dreams of an Angel,2004,90 min,"Adventure, Drama",8.1,"Two boys embark on a summer long adventure, using their imagination to turn New York City's Central Park into a world where anything can happen.",Reese Nanavati,"Zach Mills, 
Helene Taylor, 
David Shih, 
Chris Nolan"
tt0298248,Au hasard l'amour,2001,55 min,"Adventure, Drama",8.1,"""Au Hasard L'Amour"" aka ""Love On The Run"" tells the story of a young filmmaker Luc, who is desperate for love and the true meaning of life. An inner soul search which takes him to a level ...                See full summary »",Stéphane Géhami,"Alexis Jolis-Désautels, 
Julie LeBreton, 
Marie-France Marcotte"
tt3778756,Nomadic Childhoods,2014,94 min,"Adventure, Drama, Family",8.1,"3 stories, 3 countries. Tibet, Mongolia, Siberia. Nomad children fill a hostile world with their wishes and their dreams. At major cross-roads in their lives, they are confronted by love, danger and death.",Christophe Boula,Sonam Wangmo
tt6710474,Everything Everywhere All at Once,2022,139 min,"Action, Adventure, Comedy",8,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"Dan Kwan, 
Daniel Scheinert","Michelle Yeoh, 
Stephanie Hsu, 
Jamie Lee Curtis, 
Ke Huy Quan"
tt13539646,The Wandering Earth II,2023,173 min,"Action, Adventure, Drama",8,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",Frant Gwo,"Andy Lau, 
Zina Blahusova, 
Jing Wu, 
Clara Lee"
tt1160419,Dune,2021,155 min,"Action, Adventure, Drama",8,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,Denis Villeneuve,"Timothée Chalamet, 
Rebecca Ferguson, 
Zendaya, 
Oscar Isaac"
tt0099348,Dances with Wolves,1990,181 min,"Adventure, Drama, Western",8,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.",Kevin Costner,"Kevin Costner, 
Mary McDonnell, 
Graham Greene, 
Rodney A. Grant"
tt2015381,Guardians of the Galaxy,2014,121 min,"Action, Adventure, Comedy",8,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,James Gunn,"Chris Pratt, 
Vin Diesel, 
Bradley Cooper, 
Zoe Saldana"
tt0093779,The Princess Bride,1987,98 min,"Adventure, Family, Fantasy",8,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",Rob Reiner,"Cary Elwes, 
Mandy Patinkin, 
Robin Wright, 
Chris Sarandon"
tt12361974,Zack Snyder's Justice League,2021,242 min,"Action, Adventure, Fantasy",8,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",Zack Snyder,"Henry Cavill, 
Ben Affleck, 
Gal Gadot, 
Amy Adams"
tt0381061,Casino Royale,2006,144 min,"Action, Adventure, Thriller",8,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",Martin Campbell,"Daniel Craig, 
Eva Green, 
Judi Dench, 
Jeffrey Wright"
tt3659388,The Martian,2015,144 min,"Adventure, Drama, Sci-Fi",8,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",Ridley Scott,"Matt Damon, 
Jessica Chastain, 
Kristen Wiig, 
Kate Mara"
tt1663202,The Revenant,2015,156 min,"Action, Adventure, Drama",8,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,Alejandro G. Iñárritu,"Leonardo DiCaprio, 
Tom Hardy, 
Will Poulter, 
Domhnall Gleeson"
tt2948356,Zootopia,2016,108 min,"Animation, Adventure, Comedy",8,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","Byron Howard, 
Rich Moore, 
Jared Bush","Ginnifer Goodwin, 
Jason Bateman, 
Idris Elba, 
Jenny Slate"
tt0317705,The Incredibles,2004,115 min,"Animation, Action, Adventure",8,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",Brad Bird,"Craig T. Nelson, 
Samuel L. Jackson, 
Holly Hunter, 
Jason Lee"
tt2948372,Soul,2020,100 min,"Animation, Adventure, Comedy",8,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.","Pete Docter, 
Kemp Powers","Jamie Foxx, 
Tina Fey, 
Graham Norton, 
Rachel House"
tt0103639,Aladdin,1992,90 min,"Animation, Adventure, Comedy",8,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Ron Clements, 
John Musker","Scott Weinger, 
Robin Williams, 
Linda Larkin, 
Jonathan Freeman"
tt0319061,Big Fish,2003,125 min,"Adventure, Drama, Fantasy",8,A frustrated son tries to determine the fact from fiction in his dying father's life.,Tim Burton,"Ewan McGregor, 
Albert Finney, 
Billy Crudup, 
Jessica Lange"
tt0450259,Blood Diamond,2006,143 min,"Adventure, Drama, Thriller",8,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",Edward Zwick,"Leonardo DiCaprio, 
Djimon Hounsou, 
Jennifer Connelly, 
Kagiso Kuypers"
tt0063442,Planet of the Apes,1968,112 min,"Adventure, Sci-Fi",8,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.,Franklin J. Schaffner,"Charlton Heston, 
Roddy McDowall, 
Kim Hunter, 
Maurice Evans"
tt0092067,Castle in the Sky,1986,125 min,"Animation, Adventure, Family",8,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,Hayao Miyazaki,"Mayumi Tanaka, 
Keiko Yokozawa, 
Kotoe Hatsui, 
Minori Terada"
tt0087544,Nausicaä of the Valley of the Wind,1984,117 min,"Animation, Adventure, Sci-Fi",8,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,Hayao Miyazaki,"Sumi Shimamoto, 
Mahito Tsujimura, 
Hisako Kyôda, 
Gorô Naya"
tt5198068,Wolfwalkers,2020,103 min,"Animation, Action, Adventure",8,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,"Tomm Moore, 
Ross Stewart","Honor Kneafsey, 
Eva Whittaker, 
Sean Bean, 
Simon McBurney"
tt1865505,Song of the Sea,2014,93 min,"Animation, Adventure, Drama",8,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",Tomm Moore,"David Rawle, 
Brendan Gleeson, 
Lisa Hannigan, 
Fionnula Flanagan"
tt0083946,Fitzcarraldo,1982,158 min,"Adventure, Drama",8,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",Werner Herzog,"Klaus Kinski, 
Claudia Cardinale, 
José Lewgoy, 
Miguel Ángel Fuentes"
tt24225212,Mechamato Movie,2022,120 min,"Animation, Action, Adventure",8,"After a mysterious spaceship crash landed on Earth, a boy named Amato came across a powerful robot named MechaBot. By outsmarting MechaBot and becoming its master, Amato can now utilize ...                See full summary »",Nizam Razak,"Armand Ezra, 
Muhamad Noradzlan Mohamad Nazir, 
Ielham Iskandar, 
Fadzli Mohd Rawi"
tt10068916,Made in Abyss: Dawn of the Deep Soul,2020,113 min,"Animation, Adventure, Drama",8,"Riko, Reg, and their new friend, Nanachi, continue their journey down the Abyss and arrive at the 5th layer. But in order for them to continue to the 6th layer, they must encounter the haunting figure of Nanachi's past: Bondrewd the Novel.",Masayuki Kojima,"Miyu Tomita, 
Mariya Ise, 
Shiori Izawa, 
Inori Minase"
tt0384116,G.O.R.A.,2004,127 min,"Adventure, Comedy, Sci-Fi",8,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,Ömer Faruk Sorak,"Cem Yilmaz, 
Özge Özberk, 
Ozan Güven, 
Safak Sezer"
tt13664684,Karthikeya 2,2022,150 min,"Action, Adventure, Fantasy",8,"A sequel to mystic thriller Karthikeya (2014), which deals with the personal problems of Karthik and how he comes out of them. His pursuit of the truth leads him to find out the power of Indian ancient system and Tatva of Lord Sri Krishna.",Chandoo Mondeti,"Nikhil Siddharth, 
Anupama Parameswaran, 
Srinivasa Reddy, 
Harsha Chemudu"
tt0028691,Captains Courageous,1937,117 min,"Adventure, Drama, Family",8,"A spoiled brat who falls overboard from a steamship in the 1920s gets picked up by a New England fishing boat, where he's made to earn his keep by joining the crew in their work.",Victor Fleming,"Spencer Tracy, 
Freddie Bartholomew, 
Lionel Barrymore, 
Melvyn Douglas"
tt8091892,Fate/stay night [Heaven's Feel] II. lost butterfly,2019,117 min,"Animation, Action, Adventure",8,"The story focuses on the Holy Grail War and explores the relationship between Shirou Emiya and Sakura Matou, two teenagers participating in this conflict. The story continues immediately ...                See full summary »",Tomonori Sudô,"Yu Asakawa, 
Michael Donovan, 
Melissa Fahn, 
Crispin Freeman"
tt5082014,Charlie,2015,130 min,"Adventure, Drama, Romance",8,"A young, nonconforming woman named Tessa gets entangled in a cat-and-mouse chase in the by-lanes of Kerala, hunting for a mysterious artist who previously lived in her apartment.",Martin Prakkat,"Dulquer Salmaan, 
Parvathy Thiruvothu, 
Aparna Gopinath, 
Nedumudi Venu"
tt9020536,Ejen Ali: The Movie,2019,97 min,"Animation, Action, Adventure",8,"After being accidentally recruited as a spy, 12-year-old Ejen Ali has now grown to embrace his role in secret agency Meta Advance Tactical Agency (MATA) to protect the futuristic city of Cyberaya from outside threats.",Muhammad Usamah Zaid,"Altimet, 
Amir Bamer, 
Fadhli, 
Abu Shafian Abd Hamid"
tt13634096,The Bacon Hair,2020,76 min,"Animation, Action, Adventure",8,"Surrounded by towering walls and patrolled by mysterious curfew bots, Bacon City is no ordinary place in Roblox. This movie explores the life of Zayden, a poor Bacon Hair, as he uncovers the secrets of his city.",ObliviousHD,"Leah Ashley, 
Tom Aglio, 
Gen Sherard, 
Graham Rowat"
tt21937802,Toldi - Movie,2022,103 min,"Animation, Adventure, Family",8,"At the medieval Hungary Toldi, an impulsive stripling, commits a careless murder and is forced to go into hiding. The film follows him on a journey full of adventures and intrigue between brothers, until he finally faces the great test.","Marcell Jankovics, 
Lajos Csákovics",Tamás Széles
tt0268282,The Elm-Chanted Forest,1986,83 min,"Animation, Adventure, Family",8,"A painter who can temporarily talk to the creatures of an enchanted forest must help them stop the evil Cactus King, who's building an army of magical living weapons and machines to turn the forest into a wasteland perfect for the cacti.","Milan Blazekovic, 
Doro Vlado Hreljanovic","Josip Marotti, 
Vili Matula, 
Ljubo Kapor, 
Emil Glad"
tt0042359,The Magic Sword,1950,101 min,"Fantasy, Adventure",8,"Evil Bas-Celik is terrorizing people, but only the magic sword can harm him. A young hero goes on the dangerous quest to find that sword.",Vojislav Nanovic,"Rade Markovic, 
Vera Ilic-Djukic, 
Milivoje Zivanovic, 
Marko Marinkovic"
tt1512888,Ayirathil Oruvan,2010,183 min,"Action, Adventure",8,"Anitha, a government official, embarks on a journey to find Chandramouli, an archaeologist, who went to Vietnam to search for any existence of the prince of the Chola dynasty.",K. Selvaraghavan,"Karthi, 
Reema Sen, 
Andrea Jeremiah, 
Parthiban Radhakrishnan"
tt11343692,Titus: Mystery of the Enygma,2020,95 min,"Animation, Adventure, Comedy",8,"A mouse-detective with his rabbit and lizard friends in Steamburg. They will jointly expose the crime one of their biggest enemies, a cat named named Bulpan. Starting as a pickpocket, Bulpan works hard to become a very skilled criminal.",Dineshkumar Subashchandra,"Arbani Yasiz, 
Ranty Maria, 
Lukman Sardi, 
Robby Purba"
tt11697748,Single Ladies IV,2020,110 min,"Action, Adventure, Comedy",8,"While on a trip, Ari stumbles upon an ancient magical ring and is transported to 13th century Iran. The ring is lost upon arrival, leaving her stranded. She is mistaken for Princess Asuri, daughter of Mongol general, General Hadai.",Bat-Amgalan Lkhagvajav,"Undarmaa Gonchig, 
Tuya Tukana, 
Erdenezaan Puntsag, 
Zunjee Enkhbold"
tt2306589,Jock of the Bushveld,1986,94 min,Adventure,8,"Based on a true story by Sir Percy Fitzpatrick, this film tells of his adventures in the bushveld in the late 1800's. Fitzpatrick is an Irishman who goes to the South African bush to seek his fortune.",Gray Hofmeyr,"Jocelyn Broderick, 
Michael Brunner, 
Wilson Dunster, 
Umfubu"
tt0278827,Yo ho ho,1981,98 min,"Adventure, Drama",8,This is a sensitive film about human solidarity filled with humor and poetry.,Zako Heskiya,"Kiril Variyski, 
Viktor Chouchkov, 
Iliya Penev, 
Anani Anev"
tt1059314,Paula Peril: Midnight Is the Darkest Hour,2008,,Adventure,8,"Paula Perillo is the intrepid, sexy, and tough lead investigative reporter Of the Big City Daily Gazette. She is brilliant and resourceful, joined by sidekick Jimmy Smith, mentored by ...                See full summary »",Andy Rodriguez-McCradic,"Valerie Perez, 
Val Tasso, 
Andres De La Fuente, 
Andre Bauth"
tt0346694,Captain Barbell,1986,,"Action, Adventure, Comedy",8,"Teng Teng is an orphan who works by collecting junk from the streets. One day, as a reward for his good deeds, he is given the magic barbell (dumbbell) which empowers him to be Captain Barbell, who fights evil forces in the land.",Leroy Salvador,"Edu Manzano, 
Herbert Bautista, 
Sharon Cuneta, 
Dina Bonnevie"
tt2133360,To Have and to Hold,2014,,"Adventure, Comedy, Fantasy",8,Based on American author Mary Johnson's best-selling 1900 novel.,Ray Bengston,"Aiden Turner, 
Kelly Greyson, 
Christopher Judge, 
Rusty Joiner"
tt0460394,Aithe,2003,140 min,"Action, Adventure, Drama",8,Irfan Khan (Pavan Malhotra) is a key mafia affiliate in Mumbai. Khan is on the wanted list of criminals in Hyderabad with a bounty of 50 lakhs. Aiming to migrate to Dubai so that he could ...                See full summary »,Chandra Sekhar Yeleti,"Abhishek, 
Harinath Babu B., 
Mohit Chadda, 
Veerendra Chauhan"
tt0271648,Mrigaya,1989,142 min,"Adventure, Drama",8,A remote village in Kerala hires a hunter to kill a ferocious leopard.,I.V. Sasi,"Paravoor Bharathan, 
Mammootty, 
Sunitha, 
Jagannatha Varma"
tt5932546,1985,2016,114 min,"Adventure, Comedy, Drama",8,"When an adventurous Hmong teen discovers a secret map to a mythical dragon, he and his three best friends decide to go on a quest that leads them on a journey filled with danger, excitement, and self-discovery.",Kang Vang,"Chang Yang, 
Mai Youa Her, 
Vue Pao Her, 
Antonio Hunt"
tt0054969,"My Son, the Hero",1961,95 min,"Adventure, Drama, Western",8,"Reynaldo and Martín Del Hierro are witnesses of the murder of their father by Pascual Velazco, as they grow up they're poisoned by the desire of vengeance by their mother, but once they get it it'll change their lifes forever.",Ismael Rodríguez,"Antonio Aguilar, 
Julio Alemán, 
Columba Domínguez, 
Patricia Conde"
tt1721674,Black Velvet,2011,84 min,Adventure,8,A young couple wreak murderous havoc on a number of small towns in a dystopian future.,Tim Pape,"Agnes Albright, 
Lee Arenberg, 
Nick Ballard, 
Jimbo Barnett"
tt15547896,Wrath of the Tarot Kings,2022,105 min,"Animation, Action, Adventure",8,"When Civil War veteran-turned-Egyptian-tomb-raider returns to America to solve the death of a loved one, he gets more than he bargained for.",Dustin Bell,"Dustin Bell, 
Ahmed Al-Ansari, 
Andre Anderson, 
Kirsten Aucoin"
tt11512640,From the Apennines to the Andes: The Movie,1980,107 min,"Animation, Adventure, Drama",8,"A young Italian boy named Marco is devastated when his mother must leave home to work in Argentina to pay off the family debt. She sends the family letters, but soon the messages stop ...                See full summary »",Isao Takahata,"Kiyoshi Kawakubo, 
Yoshiko Matsuo, 
Ichirô Nagai, 
Yukiko Nikaidô"
tt4253190,Dragon Force,2014,90 min,"Animation, Action, Adventure",8,"Five brave, wise and excellent special police officers receive a GSB base request. Wearing nanotechnology distortion helmets and armors, they travel to Earth's most dangerous volcanic ...                See full summary »",Tommy Wang,
tt11639420,High School Fleet the Movie,2020,105 min,"Animation, Action, Adventure",8,The story follows a girl named Akeno Misaki who enrolls at Yokosuka Girls' Marine High School in order to become one of the highly regarded Blue Mermaids.,Yuu Nobuta,"Natsuki Aikawa, 
Sora Amamiya, 
Satomi Amano, 
Momo Asakura"
tt0871449,Treasure in Malta,1963,93 min,Adventure,8,"Tom and Sukie arrive in Malta to spend the holidays with their father, an archaeologist digging for a legendary golden statue of Calypso on the island of Gozo. He fails to meet the children...                See full summary »","Lothar Michael Schmitt, 
Derek Williams","Mario Debono, 
Aidan Mompalao de Piro, 
Marylu Coppini, 
Guido Saliba"
tt2460842,GACHI-BAN MAX2,2010,70 min,"Action, Adventure, Crime",8,"This is the second film in the Gachiban MAX series of juvenile delinquent action films, filmed in a guerrilla style and featuring realistic fight scenes. Kubota Masataka stars in this one, ...                See full summary »",Takashi Motoki,"Natsumi Kamata, 
Masataka Kubota"
tt0330660,La muerte tambien cabalga,1979,85 min,"Adventure, Drama",8,Add a Plot,Otto Coronado,"Juan Gallardo, 
Irlanda Mora, 
Rebeca Silva, 
Antonio Raxel"
tt1431137,Pipe,2011,85 min,Adventure,8,"The Banzai Pipeline has taken the lives of more surfers than all other waves in the world combined. Yet, each year, thousands - from international superstars to up-and-coming hopefuls - ...                See full summary »",Cris Borgnine,"Mike Armstrong, 
Dick Brewer, 
Jeff Crawford, 
Nathan Fletcher"
tt6744264,The Red Scroll,2020,90 min,"Animation, Adventure, Family",8,"This is the story of Nina, a 13-year-old girl who is transported to the universe of Telurian, a mysterious and Earth-like world inhabited by various fantastic creatures. There she will join...                See full summary »",Nelson Botter Jr.,"Isaac Bardavid, 
Wendel Bezerra, 
Any Gabrielly, 
Nelson Machado"
tt0053052,Marutirtha Hinglaj,1959,121 min,Adventure,8,"The movie narrates about the devotees who walked miles through desert, braving odds till they reached their destination.",Bikash Roy,"Anil Chatterjee, 
Savitri Chatterjee, 
Chandrabati Devi, 
Uttam Kumar"
tt7059626,EKS,2020,94 min,"Action, Adventure, History",8,"1932. Western Ukraine. The fighters of an underground Ukrainian organization conduct a revolutionary action against the government. Contrary to their plans, it turns into a bloody slaughter...                See full summary »",Sergey Lysenko,"Liza Bakulina, 
Yaroslav Derpak, 
Vladyslav Dmytrenko, 
Anatol' Fon-Filandra"
tt21059450,Mega Ice Storm,2022,,Adventure,8,Add a Plot,Maximilian Elfeldt,Emily Killian
tt1454592,End,2009,85 min,"Adventure, Drama, Fantasy",8,"In the face of an apocalyptic world, father and daughter are forced to grapple with their relationship while facing a pandemic that threatens to eliminate humanity. While the world decays ...                See full summary »",Meg Welch,"Pearce Akpata, 
Weston Cody, 
Lorn Conner, 
Lauren Dunacheck"
tt4170748,O Atirador,2013,98 min,Adventure,8,Add a Plot,"Mário Fernandes, 
José Oliveira, 
Marta Ramos","Sabrina D. Marques, 
Rui Pelejão"
tt0344590,Z-Man,1988,100 min,Adventure,8,Add a Plot,Rico Maria Ilarde,"Toby Alejar, 
Lia Barretto, 
Tony Carreon, 
Michael 'Jennifer' Juliano"
tt2217919,Rustam and Suhrab,1973,139 min,"Adventure, Drama, Fantasy",8,Add a Plot,Boris Kimyagarov,"Bimbulat Vatayev, 
Khashim Gadoyev, 
Sairam Isayeva, 
Svetlana Norbayeva"
tt13080534,Godzilla Apex,2021,165 min,"Adventure, Sci-Fi",8,The dramatic conclusion to the Kaiju Century War Saga.,Raphael Cosme,"Raphael Cosme, 
Aaric Lupo, 
Samson Allen, 
James Cooley"
tt18304258,Bicitando el mundo,2022,111 min,Adventure,8,"""Bicitando el mundo"" tells the story of Dennis Kailing who travels 43, 600 km through 41 countries on 6 continents to circumnavigate the planet in 761 days. He does it on a bicycle - on his first bike journey ever.",Dennis Kailing,
tt0499469,Emilio,2008,102 min,"Adventure, Drama, Mystery",8,"An 18-year old kid leaves his village in Mexico looking for his kidnapped sister. His journey takes him to Los Angeles, where we see the city through the eyes of this penniless illegal immigrant on a desperate quest.",Kim Jorgensen,"Walter Perez, 
Danny Socorro Martinez, 
Alejandro Patiño, 
Wendell Wright"
tt20258070,Alien Predator War,2021,,Adventure,8,Add a Plot,Jared Cohn,"Alex West, 
Brandon Brown"
