movie_id,movie_name,year,runtime,genre,rating,description,director
tt1190183,Konsiyerto ng kamatayan,1961,,Horror,8,Add a Plot,"Abraham Cruz, 
Cirio H. Santiago, 
Danilo Santiago, 
Teodorico C. Santos, 
Teodoro Santos"
tt8911302,Dark Inspiration,2011,,"Horror, Thriller",8,A young writer is inspired by a strange woman to write a book about death. But some books are better left unwritten.,David Lussier
tt4382712,Another Bleeding Love Story,2016,82 min,"Comedy, Crime, Drama",8,"Lucas and Lily both love serial killing, although for different reasons: she's a sociopath, he's working through Mommy Issues (with Jesus's consent!). Will their Romeo and Juliet love story survive? Settle down, have some tea and find out.",Austin Sheeley
tt3260090,Miserable Marnie & The Shut In,2013,68 min,"Horror, Thriller",8,"Miserable Marnie Strauss (17), a lonely teenage girl, lives alone with her reclusive mother, Matilda in a small town. She dreams of nothing more than to befriend the popular girl, Spencer, ...                See full summary »",Colton David Coate
tt5075084,Dark Red Blood,2015,,Horror,8,A mysterious killer starts to destroy the life of a resident near George Beach. He kills to wash the sins.,Domi Cutrona
tt2138042,Fantastic Tales Of The Unknown: The Movie,2011,77 min,Horror,8,"On the day of Halloween, two fan boys reminisce their favorite episodes of a supernatural 80's TV show that has long been canceled.","Anil Dhokai, 
Chris Gervais, 
Brian Oxendine, 
Micah Troublefield"
tt1992178,Masacradas,2011,,Horror,8,Add a Plot,Juan José Betz
tt0365748,Shaun of the Dead,2004,99 min,"Comedy, Horror",7.9,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",Edgar Wright
tt1139797,Let the Right One In,2008,114 min,"Drama, Fantasy, Horror",7.9,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",Tomas Alfredson
tt0013442,Nosferatu,1922,94 min,"Fantasy, Horror",7.9,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,F.W. Murnau
tt0024216,King Kong,1933,100 min,"Adventure, Horror, Sci-Fi",7.9,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,"Merian C. Cooper, 
Ernest B. Schoedsack"
tt0058279,Kwaidan,1964,183 min,"Drama, Fantasy, Horror",7.9,A collection of four Japanese folk tales with supernatural themes.,Masaki Kobayashi
tt0058430,Onibaba,1964,103 min,"Drama, Horror, Thriller",7.9,"Two women kill samurai and sell their belongings for a living. While one of them is having an affair with their neighbor, the other woman meets a mysterious samurai wearing a bizarre mask.",Kaneto Shindô
tt0061065,The Face of Another,1966,124 min,"Drama, Horror, Sci-Fi",7.9,"A businessman with a disfigured face obtains a lifelike mask from his doctor, but the mask starts altering his personality.",Hiroshi Teshigahara
tt18561446,Moon Garden,2022,93 min,"Drama, Fantasy, Horror",7.9,A comatose five-year-old girl journeys through an industrial wonderland to find her way back to consciousness.,Ryan Stevens Harris
tt9010522,Ravening,2019,107 min,"Drama, Fantasy, Horror",7.9,"Two chaste lovers bow down to social taboos and repress their feelings, but doing so pushes them towards a horrific crime.",Bhaskar Hazarika
tt4945764,Impuratus,2022,134 min,"Horror, Mystery",7.9,A police detective Clayton Douglas (Tom Sizemore) is summoned to a remote hospital to witness a mysterious Civil War veteran's outrageous death-bed confession that forces him to accept the supernatural.,Mike Yurinko
tt0359123,Curado de espantos,1992,90 min,"Comedy, Fantasy, Horror",7.9,"An archaeologist named Magdalena Santos accidentally awakens a vampire that was sleeping in a Mayan Pyramid. She tries to tell the police about the situation, but they do not believe her and they send her to an asylum.","Adolfo Martínez Solares, 
Gilberto Martínez Solares"
tt5084198,Kizumonogatari Part 3: Reiketsu,2017,83 min,"Animation, Action, Drama",7.9,"Part 3 of Kizumonogatari (Wound Tale) trilogy, based on a light novel by Nisio Isin.","Tatsuya Oishi, 
Akiyuki Shinbô"
tt21342160,The Group,2022,71 min,"Crime, Horror, Thriller",7.9,"A support group for addicts comes under siege from a mysterious gunman, intent on punishing them for a past tragedy. All with something to hide, the group must confront their shared past to discover the truth and stay alive.",William Higo
tt0052784,Skeleton of Mrs. Morales,1960,85 min,"Comedy, Crime, Horror",7.9,A taxidermist decides to murder his wife after having to put up with her after twenty years of hellish marriage.,Rogelio A. González
tt4440370,The Evil Within,2014,122 min,"Animation, Horror",7.9,A team of detectives investigate a hospital only to find something extremely sinister. When things continue to spiral out of control you can only hope to make it out alive.,Nabil Ayari
tt3646946,Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,2015,120 min,"Animation, Action, Fantasy",7.9,"As the Trost District is reclaimed from the Titans, Eren is taken under the wing of Captain Levi and his squad, who decide to try and teach him to master his mysterious abilities.",Tetsurô Araki
tt14189550,The Hand That Feeds,2021,90 min,"Horror, Mystery, Thriller",7.9,"With the passing of his estranged father, Russell inherits the only asset to his name: a bar. As relationships form and Rusty finds himself right at home, he'll soon learn that his inheritance holds a dark secret.",Blair Smith
tt14736734,Brightwood,2022,84 min,"Horror, Sci-Fi, Thriller",7.9,A couple find themselves trapped while on a run around a pond.,Dane Elcar
tt5226764,Cry of Fear,2013,203 min,Horror,7.9,"You wake up in a dark alley, not knowing anything. What has happened anyway? You struggle after the truth and answers. Answers you want to know in the darkness and fear, which makes your ...                See full summary »",Skyler Harris
tt8581452,Malam Jumat Kliwon,1986,88 min,Horror,7.9,"A mentally-unstable author moves into an old house owned by her boyfriend's husband, only the find the place inhabited by a vengeful ghost.",Sisworo Gautama Putra
tt0055508,Three Daughters,1961,114 min,"Comedy, Drama, Fantasy",7.9,"Based on popular Indian stories of the great writer Rabindranath Tagore, these short films reveal definitive moments in the lives of three young girls.",Satyajit Ray
tt5135840,Descend,2022,,"Drama, Horror",7.9,Add a Plot,"Mark A France, 
Mark A. France"
tt11242292,Black Friday,2020,137 min,"Comedy, Horror, Musical",7.9,"When the holiday season's hottest new toy, the Tickle-Me Wiggly, hits the shelves, the city of Hatchetfield goes mad for it, literally. That's when Tom Houston, Lex Foster, Becky Barnes and...                See full summary »",Nick Lang
tt15701018,Honey Bunny in Ghost Palace,2019,,"Animation, Comedy, Horror",7.9,Add a Plot,Niloy Bishwas Kanti
tt11006566,Toxica,2022,88 min,"Action, Horror, Mystery",7.9,"An injured stunt woman is infected by an ancient biological compound, when a side job as a PI goes wrong.",Rona Walter
tt13683364,Joe Bob's Haunted Drive-In,2020,,"Comedy, Fantasy, Horror",7.9,"As horror host Joe Bob Briggs and his vivacious co-hosts arrive on-screen to present some of the most insane horror shorts ever made, dozens of zombies will attack the drive-in to create a scary, fun, and immersive night unlike any other.",Christian Ackerman
tt0402331,Kumander Bawang,1988,105 min,"Action, Adventure, Comedy",7.9,"HERBERT BAUTISTA IS A YOUNG aswang-buster SUPERHERO IN THIS FARCE, THAT COMBINES COMEDY, HORROR, FOLKLORE,",Ramje
tt11151768,The Parker Sessions,2021,72 min,Horror,7.9,A troubled young woman with a disturbing past goes to see a counselor about her night terrors. Shot in high contrast black and white and split up into four acts. This nightmarish plot will keep the audience guessing until the final act.,Stephen Simmons
tt23035872,Into the Abyss,2022,104 min,"Drama, Horror, Sci-Fi",7.9,"Trying to escape, Bannon realize that his very existence will be put to the test.",Matías Xavier Rispau
tt2961174,The Whore Church Vol. 1,2012,45 min,"Action, Comedy, Horror",7.9,A trip through video mixtape hell.,Brothers Vulture
tt3800674,The Wolves of Savin Hill,2014,100 min,"Crime, Drama, Horror",7.9,"Childhood friends from Boston drift apart following a shocking discovery deep in the woods of Savin Hill. Years later a tragic murder brings them together again. But for one man, it's no ...                See full summary »",John Beaton Hill
tt16476738,The Artist,2021,59 min,"Drama, Horror",7.9,"Peter as an artist is dangerously obsessed with his art and ambition, yet he manages to realize his dream with a way that he never dare to think of.",Sebastian Li
tt10655320,Mother Noose Presents Once Upon a Nightmare,2021,,Horror,7.9,"From the sick minds that brought you Frankenthug and Room for Rent, comes their next tale of TERROR; Mother Noose presents Once Upon a Nightmare, an anthology of twisted fairy tales! Join ...                See full summary »","Dan Beck, 
Eric E. Poe, 
Richard Tanner"
tt7207362,Amygdala Warrior,2018,,"Crime, Drama, Horror",7.9,"Adam, a troubled young man with a secret obsession to kill, is placed under the care of Dr. James Franz, an unorthodox psychologist who faces a moral dilemma: report Adam's homicidal ideation or solve him before he acts out murder.",Marko Sakren
tt11126590,The Island of Corpses,2019,74 min,"Action, Horror, Thriller",7.9,"Based on real events, a group of friends discovers an old story from the village where they're spending their Summer vacations but their adventure leads them to a fight for survival.",Ricardo Bernardino
tt1810674,Lamp Post Lane,2010,57 min,"Horror, Mystery, Thriller",7.9,A teenage girl living with her grandmother discovers that someone is secretly living in their attic.,Rick Jansen
tt0811077,Chores,2006,125 min,"Crime, Drama, Horror",7.9,"A family in turmoil returns to the small town where David, the father, had grown up. Their return to the countryside takes them into the middle of generational abuse and Satanic practices only to find help in an unexpected way.",Sonnie Hamner
tt3110446,Mawkib Al-Ebaa',2005,114 min,"Adventure, Drama, History",7.9,"After the battle Karbala'a in Iraq, where Imam Hussain was killed and beheaded by the orders of Yazeed Ibn Mu'awiyah, Sayeda Zainab, the older sister of Imam Hussain, is taken with the rest...                See full summary »",Basil Al-Khatib
tt1176175,Dozers,2010,85 min,Horror,7.9,"DOZERS is a scifi/horror comedy about a stress-relieving drug patch called Solace. Ashley and Buddy, a pair of Internet reporters, discover that the patches are making users go mad and ...                See full synopsis »","Don Adams, 
Harry James Picardi"
tt1693910,Setinggan,1981,90 min,"Comedy, Horror, Mystery",7.9,Life isn't always better in the city.,Aziz Sattar
tt9500864,Flesher,2019,,Horror,7.9,"Two serial killers work together to skin their victims and sell them to an underground flesh market. The skins are preserved, displayed, and auctioned as works of art with values based on ...                See full summary »",John Johnson
tt3025342,The Thirteenth,2017,72 min,Horror,7.9,"When Chris finds out his dead father's legacy is no more than a mysterious riddle only he can solve, he's not interested. He just wants to pay a flying visit to the remote Greek island ...                See full summary »",Chris Hastings
tt9373960,Bloody Bits: Shorts Compilation Vol. 2,2018,,Horror,7.9,Add a Plot,Michael Pereira
tt4705010,Writer's Block,2017,,Horror,7.9,Add a Plot,Mingyu Chu
tt9178078,Ghoulish,2018,82 min,Horror,7.9,"Based on Conversations with an actual necrophile, GHOULISH is the story of a peculiar man (James Letteri) who details the events in his life that led to his need to perform necrophilia. ...                See full summary »",Jeff Hayes
tt10234040,My X Girlfriend,2019,60 min,Horror,7.9,A guy falls in love with a beautiful girl and they make a pact to love each other forever even after death. The girl dies before the guy and her ghost begins to haunt him.,Andrew Wagaba
tt2075144,Cove Road,2012,110 min,"Drama, Horror",7.9,"While an unseen serial killer stalks the imaginary town of Bluefish, New York, the accidental vehicular homicide of a young vandal by a local drug dealer leads to a case of mistaken ...                See full summary »",Jonathan Keogh
tt20202754,Frankenstein : We've Conquered the Death,2022,107 min,Horror,7.9,A young doctor that has a desire for unusual experiments does the unthinkable and conqueres the Death.,Cîmpean Rares Gabriel
tt2156588,Room 13 Part 2,2012,55 min,"Comedy, Horror",7.9,"After almost being killed in The Room 13 Massacre, 3 teens become local sensations, but they soon discover that there is someone dressing up as the original undead killer, Johnny Grimes, and slashing wild teens in this fun sequel.",Hunter Goligoski
tt2229462,Killers in the Forest,2012,90 min,Horror,7.9,"When a husband and wife are evicted from their apartment, they find a new means of survival. Henry comes up with what he thinks is a brilliant plan! His wife Charlene goes along with him on...                See full summary »",Dianne Dennis
tt2049538,Spin the Bottle: The Kiss of Death,2011,,Horror,7.9,A house party turns deadly when 10 high school friends discover someone wants them dead... one by one.,ShaRhonda 'Roni' Brown
tt2183080,RiffTrax Live: Manos - The Hands of Fate,2012,95 min,"Comedy, Horror",7.9,"The stars of MST3K riff the classic ""Manos - the Hands of Fate"" LIVE in front of a nationwide audience! Run, don't stumble-walk-with-accursed-goat-legs to watch RiffTrax Live: Manos!","Michael J. Nelson, 
Kevin Murphy, 
Bill Corbett, 
Rupert Talbot Munch Sr."
tt0496354,Mr. Soul,2006,97 min,"Drama, Horror, Thriller",7.9,"A serial killer preys on prostitutes from the mean streets of a small, mid-west city as the police turn a blind eye. With an insatiable sexual appetite, the killer brutalizes his victims ...                See full summary »",Jeremy Torrie
tt2677724,Arocho y Clemente,1970,91 min,"Drama, Horror",7.9,Add a Plot,Miguel Ángel Álvarez
tt5649102,The Wolf and the Baby,2016,106 min,"Comedy, Horror, Mystery",7.9,Evil forces battle to claim a mysterious unborn child.,"D.J. Costello, 
Lisa Buss, 
Dan Buchta, 
Benjamin Lauffer"
tt3531862,Tales of Terror 3,2012,69 min,Horror,7.9,A collection of extreme short films.,Jason Impey
tt5840578,Coleville,2016,95 min,"Horror, Sci-Fi",7.9,"They murdered his father, now he will murder them... All of them.",Rhonda Harmon
tt4422268,The Devil of Kreuzberg,2015,65 min,Horror,7.9,"Linda and Jakob are happily in love until one night, Jakob begins to have horrific nightmares in which Linda appears as a darkly seductive creature. Tormented by these visions, Jakob asks ...                See full summary »",Alexander Bakshaev
tt12098452,The Doors Between Us,2019,110 min,"Comedy, Horror, Mystery",7.9,"Eight complete strangers are tested like never before when they wake up locked inside a mysterious house. With no memory of how or why they are there paranoia takes over, forcing them to ...                See full summary »",Max Aguiar
tt2337893,The Shapeshifter,2012,48 min,"Horror, Mystery, Thriller",7.9,Where to draw the line between imagination and insanity?,"Andreas Ladengruber, 
Robert Passini"
tt0790670,Geisterstunde,2006,61 min,"Drama, Horror",7.9,That evening was supposed to be fun. Five of them wanted to celebrate Thomas's birthday; they wanted to go to the house where they met for the first time 12 years ago and remember the best ...                See full summary »,Tanja Brzakovic
tt7996210,Bocas,2019,103 min,Horror,7.9,"A fallen archangel known as Bocas fell from grace. With superhuman powers, he now roams the earth helping the innocent and punishing the guilty.",Jake Estrada
tt4949418,The Case Files,2015,50 min,Horror,7.9,"8 months prior to the Zombie Pandemic, a family is stalked by a demonic presence which influences them to do things out of their character. We soon realize that this demonic influence the creation of the Zombie pandemic.",Marvin Suarez
tt13985186,Pisaach Kahini - The evil return,2021,104 min,Horror,7.9,Story of a Kapalik (Indian black magic practitioner )who wants to be the most powerful person of the world,Avirup Biswas
tt0204607,Rumbo a la oscuridad,1992,70 min,"Horror, Sci-Fi",7.9,An amateur group of UFO enthusiasts come to know that extraterrestrials are soon going to submerge the earth in total darkness for three consecutive days.,Ricardo Islas
tt2224409,Portrait for Hell,2012,90 min,Horror,7.9,"When Katie Blackwell, a well-to-do landscape artist, and her husband, Will, move into their first home, life appears to be on track until terrifying nightmares and violent hauntings leave ...                See full summary »",Thorin Thompson
tt1489200,Killer Shorts,2009,86 min,Horror,7.9,A horror anthology that is a throwback to the old days of horror when there were hosts to introduce the macabre to the eager audiences.,Michael Wade Johnson
tt3383784,Binge,2014,110 min,"Drama, Horror, Thriller",7.9,"After making the conscious decision to go sober, an alcoholic's buried past is uncovered.",Wesley Mellott
tt3743778,HoneyBee,2014,,Horror,7.9,Young girls go missing every 25 years with the appearance of an enigmatic family who don't appear to change with time.,"Beatrice Cruz, 
Roz Despanie, 
Patrick Goldman, 
Stephan Golux"
tt0093773,Predator,1987,107 min,"Action, Adventure, Horror",7.8,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,John McTiernan
tt1588170,I Saw the Devil,2010,144 min,"Action, Crime, Drama",7.8,A secret agent exacts revenge on a serial killer through a series of captures and releases.,Jee-woon Kim
tt0063350,Night of the Living Dead,1968,96 min,"Horror, Thriller",7.8,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,George A. Romero
tt0077402,Dawn of the Dead,1978,127 min,"Horror, Thriller",7.8,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.",George A. Romero
tt0022913,Freaks,1932,64 min,"Drama, Horror",7.8,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",Tod Browning
tt0021884,Frankenstein,1931,70 min,"Drama, Horror, Sci-Fi",7.8,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,James Whale
tt0026138,The Bride of Frankenstein,1935,75 min,"Drama, Horror, Sci-Fi",7.8,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",James Whale
tt0055018,The Innocents,1961,100 min,Horror,7.8,A young governess for two children becomes convinced that the house and grounds are haunted.,Jack Clayton
tt2358913,Berserk: The Golden Age Arc III - The Advent,2013,110 min,"Animation, Action, Adventure",7.8,A year has passed since Guts parted ways with Griffith. The Band of the Hawk is plotting a rescue mission to save Griffith who is confined to prison.,Toshiyuki Kubooka
tt0064546,Witchhammer,1970,107 min,"Drama, History, Horror",7.8,"In the 1600s, an overzealous clergy hauls innocent women in front of tribunals, forces them to confess to imaginary witchery, and engages in brutal torture and persecution of their subjects.",Otakar Vávra
tt5914346,Forbidden Lust,2004,81 min,"Drama, Horror",7.8,"When archeologist Roger receives a strange and sexy idol at his office, he is unaware of the erotic powers it possesses. He has been studying the possible existence of an ancient culture ...                See full summary »",Christopher Murphy
tt10670404,The Five Nights at Freddy's Movie,2019,88 min,"Crime, Horror, Mystery",7.8,Mike Schmidt spends five sinister nights in Freddy Fazbears Pizzeria meanwhile he discovers dark hidden secrets from that place. Little does he know that someone is tracking all his moves and will do anything to keep Mike's mouth shut.,Chris Juarez
tt8597408,Permainan Binal,1995,100 min,"Drama, Horror",7.8,"A bankrupt schemer tries to get his hands on a wealthy widow's money but the daughter intervenes. Meanwhile, a mysterious killer is running amok.",Yonky Souhoka
tt10696116,Do Not Disturb,2022,92 min,Horror,7.8,"Love is all consuming in this narcotic nightmare crafted by writer/director John Ainslie. Do Not Disturb is a psychedelic exploration of love, lust and carnal desire.",John Ainslie
tt9465624,Blur,2022,100 min,"Horror, Thriller",7.8,A woman is trapped inside her apartment by an ancient demon as a policeman is in a race against time to save her.,Andrew Miles Broughton
tt9139700,Cerita Hantu Malaysia,2014,83 min,"Horror, Mystery, Thriller",7.8,The film consists of three short horror stories that are related to each other.,Mohd Pierre Andre
tt0174834,The Pied Piper,1986,53 min,"Animation, Fantasy, Horror",7.8,The story of the Pied Piper of Hamelin with a twist.,Jirí Barta
tt16281274,Halloween the Legacy,2022,45 min,Horror,7.8,"After the events on the Prodigal Son, Michael is now under the power of the Darkman, and as such he will use him for his own purposes, which could only mean one thing, the destruction of the town of Haddonfield.",Rui Constantino
tt9150828,Everybody Dies by the End,2022,90 min,"Comedy, Horror, Mystery",7.8,"A documentary crew follows cult classic horror director, Alfred Costella, as he makes his final film - An all practical masterpiece...with a dark twist.","Ian Tripp, 
Ryan Schafer"
tt21874760,La mesita del comedor,2022,91 min,"Comedy, Drama, Horror",7.8,"Jesus and Maria are a couple going through a difficult time in their relationship. Nevertheless, they have just become parents. To shape their new life, they decide to buy a new coffee table. A decision that will change their existence.",Caye Casas
tt6520954,Debi,2018,107 min,"Drama, Horror, Mystery",7.8,A story following the life of Ranu (Joya Ahsan) and her paranormal powers. She goes to psychiatrist Misir Ali (Chanchal Chowdhury) to find an answer to all her questions.,Anam Biswas
tt0082998,Rhythm of a Crime,1981,89 min,"Crime, Drama, Horror",7.8,"After moving to a new neighborhood, a mysterious man starts introducing his landlord to the hobby of collecting crime statistics.",Zoran Tadic
tt25623916,Katok,2022,63 min,Horror,7.8,Add a Plot,Joven Tan
tt5234458,Ajin Part 2: Shoutotsu,2016,106 min,"Animation, Adventure, Horror",7.8,"The second part in the Ajin trilogy on high schooler Kei, a demi-human with the power of immortality who in the eyes of both the general public and governments, is a rare specimen who needs...                See full summary »",Hiroaki Andô
tt14966920,Shifted,2022,,Horror,7.8,Murderous creatures roam the streets bringing certain death. Neighbors trapped inside a house with one killing the others. A monster inside and monsters outside. Who will save you when the world has Shifted?,Adrian Konstant
tt0233979,Zapatlela,1993,168 min,"Comedy, Drama, Horror",7.8,A man is presumed to have been haunted when a doll possessed by the spirit of a gangster comes along in his life.,Mahesh Kothare
tt15333126,Laced,2022,90 min,Horror,7.8,"A groovy, spooky and totally dysfunctional ghost story about lost souls smoking cursed PCP obtained from a witchdoctor.",Colin Marshall
tt9209750,Magic House,2009,85 min,Horror,7.8,Add a Plot,Mtitu G. Game
tt15778980,One Story Many Ends,2022,118 min,Horror,7.8,"An aspiring actress, a Don and a common guy; where the actress is stuck between career and love. How will she manage both? To add a twist, there is also a haunted flat with evil spirits. A mystery to unfold.",Sanjay Niranjan
tt5209276,Wang Fam,2015,110 min,"Comedy, Horror",7.8,"A family of aswang attempt to transition into a living a more normal, less monstrous life.",Wenn V. Deramas
tt9349046,Umbilical World,2018,79 min,"Animation, Comedy, Drama",7.8,"13 years worth of animated madness, stitched together to form a single stream of nightmare consciousness. With a wealth of unseen material as well as familiar classics and remastered, rejigged, reanimated nuggets.",David Firth
tt2579222,Living Dead,2012,62 min,"Comedy, Drama, Horror",7.8,Four characters experience old school horror in the far distant future.,Robert Aldrich
tt12905998,Kick-Sudden Death,2015,74 min,"Action, Horror, Thriller",7.8,A dangerous game of cat and mouse begins when aspiring young soccer players Dan and Steve bribe their way into a premier league football stadium to play in an illicit underground match one fateful night. Sudden Death has a new meaning!,Marcus Warren
tt0437852,Batuta ni Drakula,1971,120 min,Horror,7.8,Add a Plot,Luis San Juan
tt13194326,Dollface: The Terror on Route Nine,2020,,Horror,7.8,A group of friends set out on a road trip to complete internet challenges. Everything is going fine until the only challenge that matters becomes staying ALIVE.,Jeff Gresham
tt7539144,Hell Phone,,,"Comedy, Horror",7.8,"When a revenge stricken man dies, the only thing that'll give him peace is killing the women who wronged him when they find themselves alone, outside, in their underwear. Before he does that, he has to get training from the Devil himself.",Emily Ann Cecil
tt12716280,The Chamber of Terror,2021,93 min,"Comedy, Crime, Horror",7.8,Nash Caruthers is on a deadly collision course with the people that tore his world apart...along with something unexpected. Something far more sinister.,Michael Pereira
tt0275619,Rahsia,1987,90 min,"Drama, Horror, Thriller",7.8,"A married couple, Professor Hamdan and Ramlah, with their children, Saiful and Marina, move into an old bungalow located by the sea. At first their family life in the bungalow was peaceful,...                See full summary »",Othman Hafsham
tt4759366,Higher Methods,2022,,"Horror, Mystery, Thriller",7.8,"Matt is an actor whose sister goes missing years prior. His search for her leads to fanatical theatre group, whose leader employs horrifying methods in sharing the art of performance. What ...                See full summary »",Nathan Suher
tt4045414,Pure Bloodlines: Blood's Thicker Than Water,2014,53 min,"Action, Adventure, Comedy",7.8,Continuing on from the successful action/drama/romance/martial arts indy film 'Pure Bloodlines:The Ties That Bind us'. Comes the sequel 'Bloods Thicker Than Water' hot from winning a media award at the 'London Hall of Fame'. Twin brothers Eric and Alec continue the hunt against head vampire Mr Visconti and his supernatural assassins.,"Gerald Royston Horler, 
Rhys Horler"
tt5097012,21,2016,98 min,Horror,7.8,"Facebook fraud causes a young woman to commit suicide. Her ghost keeps her Facebook account active, and kills anyone who tries to friend her. She kills nineteen people before the ...                See full summary »",Jaishankar Chigurula
tt3909266,Cyprian's Prayer,2014,75 min,"Drama, Horror",7.8,An excommunicated Eastern Orthodox priest is the only one who can save a possessed young woman.,Dobromir Baychev
tt3726052,Fangs Vs. Spurs,2016,93 min,"Horror, Western",7.8,"When revengeful vampires attack, a group of self-centered cowboys must band together to save their town from utter destruction.",Patrick Love
tt14456750,Phantom Summer,2022,106 min,"Horror, Musical",7.8,"Somewhere in the Brazilian seaside, teenagers Lucas and Martin fall in love while investigating the disappearance of a local kid. But their blossoming romance is threatened by sinister forces lurking beneath that idyllic summery landscape.",Matheus Marchetti
tt14084958,Hosticide,2022,95 min,Horror,7.8,Disillusioned sales manager David Pettigrew is haunted by his unrequited feelings for a married employee. He seeks distraction elsewhere and sets off down a destructive path that can only end badly - for everyone.,Geoff Harmer
tt2315792,Ex Abyssus,2012,50 min,"Fantasy, Horror, Thriller",7.8,"An eccentric film director is diagnosed with brain cancer, only to discover that the tumor in his head is not what it seems.",Jacob Sherwood
tt3450306,Horror Filmed: The Poe Experiment,2013,88 min,"Horror, Thriller",7.8,"Found footage that takes place at the world's largest haunted house in Kansas City, Mo.",David H. Venghaus Jr.
tt11696218,Death,2019,162 min,"History, Horror",7.8,Through Lectures and Images. The Effects of The Bubonic Plague and other Global Pandemics is Explained In History and Our World Today.,Mark Penney
tt4201284,Jennifer Help Us,2014,85 min,Horror,7.8,"A vengeful high school senior, whose violent kidnapping of a fellow student, collides with her town's haunted house and its brutal past.",Juan Ortiz
tt0372796,Blood Games,2003,,"Fantasy, Horror, Thriller",7.8,In this small town a group of friends who role play as vampires are unaware that a real vampire has joined their game.,Jason Waugh
tt4146964,The Cruel Tale of the Medicine Man,2016,90 min,"Comedy, Fantasy, Horror",7.8,"Mr. Choade, the director of The House of Choade, a Grand Guignol theatre, has made an evil bargain with the Medicine Man, who has promised to help him make an artistic leap. A young girl, ...                See full summary »",James Habacker
tt2167162,Goretech: Bienvenidos al planeta hijo de puta,2012,78 min,"Action, Horror, Sci-Fi",7.8,"After years of progress and peace, the Earth falls plunged into the worst apocalyptic catastrophe, victim of Dr Hell, a hellish being who now dominates the world and submits it to his ...                See full summary »",Germán Magariños
tt8280650,Sema,2018,94 min,"Drama, Horror",7.8,A thief finds himself stuck in the house where Mary and her entire family were killed two years ago; Maria's ghost shows him the house's dark past and ask him to tell the hidden truth.,Timoth Conrad
tt4020294,The Dead Forrest,2014,65 min,Horror,7.8,Four teenagers kidnap their friend to take him to the very dangerous place where he is the most afraid of to plan his birthday party there.,Roman Musheghyan
tt9689930,Zombie Universe 2,2012,56 min,"Action, Comedy, Horror",7.8,Three friends venture out into a world infested by zombies and are captured by a professional survival team. Tensions rise as zombies start breaking into their hideout.,Forrest Whaley
tt6326340,O' Bloody Night,2018,,Horror,7.8,Add a Plot,"Luc Bernier, 
Krister Twizz Forsberg, 
Jason Impey, 
Alain Juteau, 
Tony Newton, 
Eskild Krogh, 
Paul McAroni, 
Noel J. Rainford, 
Alan Watkins"
tt2378410,Thrill Kill,2016,85 min,"Crime, Horror, Thriller",7.8,"Three seemingly normal teenagers commit a heinous murder for the sheer excitement of the act & their master ploy slowly crumbles to pieces... Thrill Kill is a dark, suspenseful tale which ...                See full summary »",Giuseppe Asaro
tt2152380,Valentine: Satanic Day,2010,,Horror,7.8,It's Valentine's Day. A man I subbed on a date with his girlfriend until he finds out she's a demon!!!!,Nabwana I.G.G.
tt11285812,Nightmare Side: Delusional,2019,100 min,Horror,7.8,"A young student that always following the Nightmare Side radio broadcast and always being her nightmare, as if its were real.",Joel Fadly
tt7001376,The Plague 2: Biohazard Blood,2017,80 min,Horror,7.8,"After Tom's and Jack's death, Becky and Jill continue their journey in the zombie apocalypse. Their goal is only to survive, until they see the mysterious signs for a sanctuary.",Emir Skalonja
tt6222288,The Auction,2018,,"Action, Adventure, Comedy",7.8,"At the Riviera Hotel and Casino auction, a working class family looking for bargains, two lowlife thieves, a Vegas historian fighting to save the Riviera, and an old timer security guard ...                See full summary »","Darlene Dalmaceda, 
Alex Kersting"
tt1355635,Mind Morgue,2008,92 min,Horror,7.8,"Robert Maxwell, a passionate writer of more than thirty years is prepared to scribe his final tale. Possessed by an invasion of disturbing images, he struggles to regain control of his ...                See full summary »","Mark Daniel, 
Mark Daniel Foley, 
Marc Dube"
tt5182254,Andrey Iskanov's Breaking Uroboros,2016,,Horror,7.8,Add a Plot,Andrey Iskanov
tt1918763,Dave O'Shea's Day Job,2012,107 min,"Horror, Mystery, Thriller",7.8,"After working in her home, a mysterious blue-collar worker with a dark past becomes obsessed with an unhappily married woman. He and his roommate set out to eliminate anything and anyone who would stand in the way of winning her affection.",Dave O'Shea
