movie_id,movie_name,year,certificate,runtime,genre,rating,description,director
tt8125118,Wolf 359 Live: Deep Space Survival Procedure and Protocol,2016,,64 min,Sci-Fi,8.5,"Performed on December 19th, 2015, the Alchemical Theatre Laboratory in New York City, Deep Space Survival Procedure and Protocol was the first live performance of Wolf 359. Featuring all ...                See full summary »",Gabriel Urbina
tt9615718,Futurus - Robot contro uomini,2019,,50 min,Sci-Fi,8.5,Add a Plot,"Umberto Baccolo, 
Luigi Zanuso"
tt6000692,Clear Skies 2,2009,,45 min,"Animation, Action, Sci-Fi",8.5,"Once again, the crew of Clear Skies find themselves embroiled in Smith's machinations as a rescue mission turns into a race against time for JR, Sol and Charlie.",Ian Chisholm
tt13654782,Veneer,2020,,86 min,"Comedy, Mystery, Sci-Fi",8.5,Suburban cocaine dealer Dominic Willis navigates the COVID-19 pandemic while carrying out his ultimate plan.,Max Aguiar
tt4941338,Der lichte Grund,2016,,50 min,"Adventure, Drama, Mystery",8.5,"In The Light Ground we experience moments in five different times beginning in the late 19th century and ending in the early 22th century. The protagonist however stays the same in each of the scenes, he always has the same age.",Lukas Väth
tt5282572,The Reflection of Kripto,2016,,60 min,Sci-Fi,8.5,Kripto wakes up 200 million years into the future on the continent Pangea II. It's a world were all his friends no longer exist. Together with a new ally he must find a way back and confront an enemy who lures in the dark.,Pauli Janhunen Calderón
tt5926548,Zoe's Security Service,2017,,85 min,Sci-Fi,8.5,"Zoe MacGraw must help a former lover and his wife escape a contaminated City by guiding them through a vicious underground Basement, which leads to greener pastures.",László Mohácsi
tt3919444,Edgar Allan Poe's Plan 13: The House of Elvis,1986,,,Sci-Fi,8.5,"President Ronald Reagan, seeking to find a new spokesperson for the 1988 Presidential campaign, frees Regis Stanely from prison to resurrect Elvis Presley from the dead. With the help of ...                See full summary »","Scott Allen Nollen, 
Bart Aikens"
tt8730732,Ratherman,2012,,,Sci-Fi,8.5,Add a Plot,Lisandro Boccacci
tt4154796,Avengers: Endgame,2019,PG-13,181 min,"Action, Adventure, Drama",8.4,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Anthony Russo, 
Joe Russo"
tt4154756,Avengers: Infinity War,2018,PG-13,149 min,"Action, Adventure, Sci-Fi",8.4,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Anthony Russo, 
Joe Russo"
tt4633694,Spider-Man: Into the Spider-Verse,2018,PG,117 min,"Animation, Action, Adventure",8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","Bob Persichetti, 
Peter Ramsey, 
Rodney Rothman"
tt0090605,Aliens,1986,R,137 min,"Action, Adventure, Sci-Fi",8.4,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",James Cameron
tt0910970,WALL·E,2008,G,98 min,"Animation, Adventure, Family",8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton
tt20724032,Free LSD,2023,,100 min,"Comedy, Music, Sci-Fi",8.4,An elderly sex shop owner's attraction to a younger woman leads him to an erectile dysfunction doctor whose treatment reveals an alluring but treacherous alternate reality.,Dimitri Coats
tt9849644,Mind Thief,2022,,,"Comedy, Mystery, Sci-Fi",8.4,"A novelist realizes that her neighbors may be under the control of unknown forces. Little does she realize how close and sinister its influence has become. A harrowing, darkly humorous journey through the depths of the human psyche.",Matt Steinauer
tt9348566,Strong Hawk: My Sister's Keeper,2022,,,"Action, Adventure, Sci-Fi",8.4,Strong Hawk: My Sister's Keeper is about a family of sisters who lost their parents over a decade ago and now discover they have powers. They attempt to help their community by acting as ...                See full summary »,Ramasses Head
tt22636970,Underneath: Children of the Sun,2022,,90 min,"Adventure, Drama, Sci-Fi",8.4,"This time and dimension spanning epic is a captivating and mind-bending Afrofuturist story that embarks on a breathtaking journey of galactic politics, heritage, and destiny. In 1857, a ...                See full summary »",David Kirkman
tt2226639,Voltes V,1977,,,Sci-Fi,8.4,"From the far planet Boazan, an evil race is coming to conquer the Earth. Enter Voltus V, the Earth's ultimate defense, an electromagnetic machine commanded by five skilled pilots. They will...                See full summary »",Jun Urbano
tt13134916,Meta Runner Season 1 (Full Movie Cut),2020,,124 min,"Animation, Action, Adventure",8.4,"In celebration of Season 2 being released soon, the Glitch Productions team put all of Season 1 into a single movie to watch in one go.","Brendan Barry-Cotter, 
Robyn Barry-Cotter, 
Amber Lee Connors, 
David J.G. Doyle"
tt13671168,Blue Sunset,2021,,65 min,"Horror, Sci-Fi",8.4,"Blue Sunset is the first Italian Cyberpunk film of the new millennium, a colorful cyberpunk story that evokes the glorious sci-fi visuals of the 80s, without neglecting the nihilism typical of the genre.",Domiziano Cristopharo
tt6576586,The Job Interview,2017,,132 min,Sci-Fi,8.4,"Three powerful men have been invited to a meeting which will change one of their lives forever. Money and power are all they care about. They fear no man. They will come to fear ""The Job Interview"".","Sid Burston, 
Ernest Serrano, 
Philip Thornton"
tt1361317,Garoto Cósmico,2007,,76 min,"Animation, Adventure, Comedy",8.4,Add a Plot,Alê Abreu
tt18375590,Omar Sheriff,2022,,65 min,Sci-Fi,8.4,What happens when the biggest band in Norway get writer's block and buys an AI to help them write.,Kavar Singh
tt14039842,One Left,2021,,55 min,Sci-Fi,8.4,"Feeling responsible for the death of his friend at the hands of an unseen creature, a man begins to question his own existence. He goes on a soul-shaking journey to find the one thing that could prevent the end of the world.",Chandler Balli
tt5038806,Infinitium,2017,,112 min,"Action, Sci-Fi",8.4,"In a world of darkness and fear, ruled by mercenary's and savages, the search for the ring of INFINITIUM, has led a girl and her friends to a forsaken land, after discovering the secret of the ring, she must reach safety.",Rui Constantino
tt4225732,I Am You Are Everyone,2016,,,"Drama, Sci-Fi",8.4,"In the 1960s, 40 years after Leo's father created the Mannequins, every person has their own Mannequin as a personal assistant. During this time corporations become the new superpowers of ...                See full summary »",Rishab Gulati
tt2069977,Walrus,2011,R,76 min,"Drama, Sci-Fi, Sport",8.4,"On the outside, it's a story of underground arm wrestling, alien abduction and betrayal. On the inside it's a tale of friendship and accepting people for who they are.",Mickey Reece
tt13314738,Das Spiel Endet,2022,,100 min,"Action, Crime, Sci-Fi",8.4,"When the head of a large corporation is murdered, the situation comes to a head. Markes is appointed his successor and Acun, his partner, supports him. The two real estate agents have to reckon with the police watching their every move.",Meto Ege
tt4878184,Danger Diva,2020,,105 min,"Action, Sci-Fi, Thriller",8.4,DANGER DIVA is a cyberpunk musical/thriller about a hard rocking singer who is coerced into becoming an electronically enhanced new-music diva by her high tech billionaire patron.,Robert McGinley
tt13833798,Death of a Rockstar,2020,,92 min,"Animation, Comedy, Musical",8.4,"""Yellow Submarine"" meets ""Rocky Horror Picture Show"" meets ""Tommy"" meets ""Jesus Christ Superstar"" in this fun, colorful, subversive, love letter to classic rock n' roll and 20th century American pop culture.",Röckët Stähr
tt1119205,Elixir,2007,,88 min,"Comedy, Sci-Fi",8.4,"Mistaken for a famous dancer, an alien travels to earth looking for an elixir with magical properties in order to compete in a futuristic dance competition.",David Miller
tt7271958,3 Days on the Cross,2017,,108 min,"Drama, Mystery, Sci-Fi",8.4,"An apocalyptic survivor searches for his daughter in the Terlingua desert while two caseworkers, holed up in a bunker, watch and record his every move.",Aaron Martinez
tt7604986,Minutia,2017,,92 min,"Comedy, Sci-Fi",8.4,"After Keith survives a terrible car crash, his life starts taking strange and unexpected turns.","Eric Arnouville, 
Johnny Clement"
tt6875006,Return of the Robo-Mummy from Outer Space Part 7,2017,Not Rated,90 min,Sci-Fi,8.4,The Robo-Mummy returns from outer space to find a human female to serve as the vessel for his resurrected bride.,Mathew Kister
tt17219312,Clan de Amigos,2019,,78 min,Sci-Fi,8.4,"Aldo and Beny are agents of possibilities, who travel through dimensions with lighters, one day they will find a white lighter, a device that has no limits. The ""Clan of Wolves"" led by The Comodín, will try to find his precious artifact.",Miguel Angel Pérez
tt3478204,Rinoplasticos: A Warrior's Journey,2014,,55 min,"Action, Adventure, Sci-Fi",8.4,An army lead by a powerful Rinoplastico is threatening to destroy all the remaining villages. Mimbra must find and gather all the surviving warriors in order to come up with a way to defeat the menacing empire.,Pauli Janhunen Calderón
tt2455108,Blood Ink: The Tavalou Tales,2013,,95 min,"Drama, Sci-Fi, Thriller",8.4,"In the City of Phoenix, a heist gone bad leads to a tattoo artist being brutally murdered. He must take revenge in the after life. A depressed radio promoter seeks redemption after a car ...                See full summary »",Irin Daniels
tt0338013,Eternal Sunshine of the Spotless Mind,2004,R,108 min,"Drama, Romance, Sci-Fi",8.3,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.",Michel Gondry
tt0066921,A Clockwork Orange,1971,R,136 min,"Crime, Sci-Fi",8.3,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick
tt0062622,2001: A Space Odyssey,1968,G,149 min,"Adventure, Sci-Fi",8.3,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.",Stanley Kubrick
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,PG,131 min,"Action, Adventure, Fantasy",8.3,"After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.",Richard Marquand
tt0017136,Metropolis,1927,Not Rated,153 min,"Drama, Sci-Fi",8.3,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",Fritz Lang
tt4983780,Maanaadu,2021,PG-13,147 min,"Action, Adventure, Sci-Fi",8.3,"On the day of a public conference by the state's Chief Minister, his bodyguard and a police officer are stuck in a time loop.",Venkat Prabhu
tt0462699,Conan the Future Boy: The Big Giant Robot's Resurrection,1984,,49 min,"Animation, Adventure, Family",8.3,"In the future, some humans build a spaceship to abandon earth. The spaceship crashed in an island isolated from the rest of the world. The story takes place when there are only 2 survivors ...                See full summary »",Hayao Miyazaki
tt0179955,Cat City,1986,,96 min,"Animation, Adventure, Comedy",8.3,"In the year 80 AMM (After Mickey Mouse) on planet X the crime-syndicated Cats try to erase the Mouse-population once and for all. A scientist of the mice, prof. Fushimishi seems to have ...                See full summary »",Béla Ternovszky
tt2358592,Lucia,2013,Not Rated,135 min,"Drama, Sci-Fi, Thriller",8.3,"A man suffering from insomnia is tricked into buying a drug, Lucia, that makes his desires come true in his dreams, blurring the line between fantasy and reality.",Pawan Kumar
tt20722344,Memories of Another,2022,,107 min,"Drama, Romance, Sci-Fi",8.3,"Zach gets accused for the murder of his girlfriend Mia and decides to relive his memories through a simulation in order to prove his innocence. Soon enough, he obsesses over staying in his ...                See full summary »",Victor Blaho
tt14668044,Discontinued,2022,,92 min,"Comedy, Sci-Fi",8.3,"A depressed millennial discovers that the world she knows is just a simulated version of reality that is being shut down. Suddenly, she's the only one who wants to stick around.",Trevor Peckham
tt10942166,FP3: Escape from Bako,2021,,,"Comedy, Sci-Fi",8.3,JTRO and Fam embark on their most dangerous mission yet: Forcing them to battle foes from the past in order to save their future from a calamity that threatens to wipe humanity off the mo' suckin' face of the Earf...4 EVZ.,Jason Trost
tt14480726,Wrath of the Viper Sniper,2022,,64 min,"Action, Comedy, Sci-Fi",8.3,Pocketman and Cargoboy both learn a dark secret that will change the future of Section 62. The Viper Sniper makes his move and proves to be more than the young agents can handle.,Clay Moffatt
tt11147976,The Horn,2020,,,"Horror, Sci-Fi",8.3,"Professor Thompson commits murder after the chaos that occurred due to marriage. Kevin, an 8 month old who's left alone at the end, returns home after 57 years, as an elderly sex offender. ...                See full summary »",Sameera Wackwella
tt24074470,Cocktail,2023,,130 min,"Fantasy, Sci-Fi, Thriller",8.3,The murders of three young girls are committed in a single night by a person dressed up as Joker. Can Vikram rescue himself from these murder cases? Will the cops arrest the real psycho killer?,Sriram Babu
tt20202992,Fairy Folk,2022,,100 min,"Comedy, Drama, Fantasy",8.3,Thorny questions of love and sexuality take centre stage in this magical realist drama in which a genderless woodland being crashes into the lives of a jaded couple.,Karan Gour
tt19718296,The Future of Us,2022,,,Sci-Fi,8.3,"An adventure set in the future about the lives of the 3 kids learning to find their way in this future world, and finding themselves mixed up in a lot of trouble.",Samuel L. Pierce
tt5864562,Fluffy Marky: Vol 1,2016,,49 min,"Drama, Family, Sci-Fi",8.3,Mark and his Trio of Terror have perfected a reign of terror at school until the day he wakes up to find himself transformed into a puppet. Now harmless and suffering from the shock of his ...                See full summary »,Benoit Lach
tt13937232,Self Quarantined,2022,,90 min,"Sci-Fi, Thriller",8.3,Three women dealing with social isolation resulting from a worldwide pandemic and trauma in their personal lives decide to get away from it all and go on a mountain retreat together. While ...                See full summary »,Keith B. Plummer
tt1652415,Condition,2011,Not Rated,70 min,"Drama, Mystery, Sci-Fi",8.3,Two women escaping a catastrophe look for salvation in sound and nature.,Andrei Severny
tt12234276,Lock-In,2020,,140 min,"Comedy, Musical, Sci-Fi",8.3,"When Earth's worldwide communications network is hi-jacked by a flamboyant alien entity named Flogg, humankind learns that it is about to become the subject of an intergalactic experiment.","Dan Beckmann, 
Erinn Dearth"
tt6636716,Last Light of Orion,2017,,,Sci-Fi,8.3,"Last Light of Orion. Emotional Sci/Fi, Drama.",Troy Pearce
tt6577538,Bijuli Machine,2016,,104 min,"Comedy, Drama, Sci-Fi",8.3,A story of two responsible minds and their quest for an alternative source of energy in a country plunged into darkness and turmoil.,Navin Awal
tt21156088,1994,2021,,,"Fantasy, Mystery, Sci-Fi",8.3,Add a Plot,Connor Hearn
